name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,0.5199782412902427,0.21
2_DecisionTree,Decision Tree,rmse,0.4406680437872413,12.16
3_Default_Xgboost,Xgboost,rmse,0.285951216823448,6.04
4_Default_NeuralNetwork,Neural Network,rmse,0.40334783995696666,2.24
5_Default_RandomForest,Random Forest,rmse,0.3881334125787203,7.98
3_Default_Xgboost_categorical_mix,Xgboost,rmse,0.28174902525659273,8.5
Ensemble,Ensemble,rmse,0.2797666465288615,0.1
