feature,shap_importance
LCI Name_wine,0.0
LCI Name_sparkling,0.0
LCI Name_soup,0.0
LCI Name_soft,0.0
LCI Name_skin,0.0
Nom du Produit en Français_cuite,0.0
Nom du Produit en Français_biscuit,0.0
LCI Name_pork,0.0
LCI Name_potato,0.0
Nom du Produit en Français_beurre,0.0
Nom du Produit en Français_base,0.0
Nom du Produit en Français_avec,0.0
Nom du Produit en Français_aux,0.0
LCI Name_red,0.0
Nom du Produit en Français_appertisé,0.0
LCI Name_refrigerated,0.0
LCI Name_rice,0.0
LCI Name_roasted,0.0
LCI Name_sandwich,0.0
LCI Name_sausage,0.0
LCI Name_crepe,0.0
LCI Name_cookie,0.0
LCI Name_cow,0.0
Nom du Produit en Français_environ,0.0
Nom du Produit en Français_pois,0.0
Nom du Produit en Français_filet,0.0
Nom du Produit en Français_faiblement,0.0
Nom du Produit en Français_porc,0.0
Nom du Produit en Français_poudre,0.0
Nom du Produit en Français_poulet,0.0
Nom du Produit en Français_pour,0.0
Nom du Produit en Français_en,0.0
Nom du Produit en Français_sans,0.0
Nom du Produit en Français_pur,0.0
Nom du Produit en Français_pâte,0.0
Nom du Produit en Français_pâtes,0.0
Nom du Produit en Français_rayon,0.0
Nom du Produit en Français_riz,0.0
Nom du Produit en Français_rôti,0.0
Nom du Produit en Français_rôtie,0.0
Nom du Produit en Français_pizza,0.0
Nom du Produit en Français_fortement,0.0
Nom du Produit en Français_peau,0.0
Nom du Produit en Français_pain,0.0
Nom du Produit en Français_huile,0.0
Nom du Produit en Français_jambon,0.0
Nom du Produit en Français_jus,0.0
Nom du Produit en Français_la,0.0
Nom du Produit en Français_gazeuse,0.0
Nom du Produit en Français_légumes,0.0
Nom du Produit en Français_matière,0.0
Nom du Produit en Français_maïs,0.0
Nom du Produit en Français_mg,0.0
Nom du Produit en Français_minérale,0.0
Nom du Produit en Français_minéralisée,0.0
Nom du Produit en Français_frais,0.0
Nom du Produit en Français_moyennement,0.0
Nom du Produit en Français_fourrée,0.0
Nom du Produit en Français_non,0.0
Nom du Produit en Français_salade,0.0
Nom du Produit en Français_sec,0.0
LCI Name_corn,0.0
LCI Name_butter,0.0
LCI Name_bean,0.0
Nom du Produit en Français_dessert,0.0
LCI Name_biscuit,0.0
LCI Name_boiled,0.0
LCI Name_bottled,0.0
LCI Name_bread,0.0
Nom du Produit en Français_demi,0.0
LCI Name_cake,0.0
Nom du Produit en Français_sirop,0.0
LCI Name_canned,0.0
LCI Name_cereals,0.0
Nom du Produit en Français_céréales,0.0
LCI Name_chemical,0.0
LCI Name_chicken,0.0
LCI Name_chocolate,0.0
LCI Name_cooked,0.0
LCI Name_bar,0.0
LCI Name_baked,0.0
LCI Name_baby,0.0
Nom du Produit en Français_égoutté,0.0
Nom du Produit en Français_embouteillée,0.0
Nom du Produit en Français_spécialité,0.0
Nom du Produit en Français_st,0.0
Nom du Produit en Français_sucré,0.0
Nom du Produit en Français_sucrée,0.0
Nom du Produit en Français_surgelé,0.0
Nom du Produit en Français_eau,0.0
Nom du Produit en Français_sèche,0.0
Nom du Produit en Français_terre,0.0
Nom du Produit en Français_thon,0.0
Nom du Produit en Français_tomate,0.0
Nom du Produit en Français_déshydratée,0.0
Nom du Produit en Français_déjeuner,0.0
Nom du Produit en Français_vitamines,0.0
Nom du Produit en Français_yaourt,0.0
LCI Name_yogurt,0.0
