"REG","DEP","COMM","ANNEE_DEPOT","ID_PC","CAT_MOA","TYPE_MOA","RS_D","DENOMINATION_D","SIRET_D","ADR_NUM_D","ADR_TYPEVOIE_D","ADR_LIBELLEVOIE_D","ADR_LIEUDIT_D","ADR_BP_D","ADR_CP_D","ADR_LOCALITE_D","ADR_CEDEX_D","ADR_PAYS_D","ADR_NUM_T","ADR_TYPEVOIE_T","ADR_LIBELLEVOIE_T","ADR_LIEUDIT_T","ADR_BP_T","ADR_CP_T","ADR_LOCALITE_T","ADR_CEDEX_T","CADASTRE1","CADASTRE2","CADASTRE3","TYPE_EVT","SUPERFICIE_T","LOTISSEMENT","ZAC","AFU","NB_NIV_MAX","NATURE_PROJET","I_EXTENSION","I_SURELEVATION","I_NIVSUPP","NB_CHB","SDP_A2","SDP_B2","SDP_D2","SDP_E2","SDP_F2","SDP_A3","SDP_B3","SDP_D3","SDP_E3","SDP_F3","SDP_A4","SDP_B4","SDP_D4","SDP_E4","SDP_F4","SDP_A5","SDP_B5","SDP_D5","SDP_E5","SDP_F5","SDP_A6","SDP_B6","SDP_D6","SDP_E6","SDP_F6","SDP_A7","SDP_B7","SDP_D7","SDP_E7","SDP_F7","SDP_A8","SDP_B8","SDP_D8","SDP_E8","SDP_F8","SDP_A9","SDP_B9","SDP_D9","SDP_E9","SDP_F9","I_TRANSPORT","I_ENSETRECH","I_SANTE","I_ACTSOCIAL","I_OUVRAGESPEC","I_CULTURE","TYPE_OPERATION_CONSTR","DPC","DATEREELLE_DECISION_FAV","DATEREELLE_DOC"
"11","91","91525","2018","0915251810004","9","2",,"LIDL","34326262204901","35","RUE","CHARLES PEGUY",,"32","67039","STRASBOURG","02","100","30","RUE ","DU GENERAL DE GAULLE",,,"91410","ROINVILLE",,"1394B",,,3,12161,0,0,0,,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,"14",2018-08-31,"2018-07-20","2018-08-06"
"11","91","91534","2018","0915341814007","9","2","CEA Paris Saclay","CEA","77568501900488",,,,,,"91191","Gif sur Yvette Cedex",,"100",,,"La Mare au Cuvier",,,"91400","SACLAY",,"88ZT","13F","14F",1,0,,,,,,0,0,0,0,0,0,0,0,0,63956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36743,28,0,0,0,0,1,0,0,0,0,"8",2018-08-31,,
"11","91","91538","2018","0915381810003","9","2","BLUE GREEN GOLF DE SAINT AUBIN",,"34420651100406",,,"Route du Golf",,,"91190","Saint-Aubin",,"100",,,"Route du Golf",,,"91190","Saint-Aubin",,,,,1,376225,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,270,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13",2018-08-31,,
"11","91","91538","2018","0915381840002","9","2","CEA PARIS-SACLAY",,"77568501900488",,,"CEA PARIS-SACLAY",,,"91190","Gif-sur-Yvette",,"100",,,"les Bouleaux",,,"91190","Saint-Aubin",,"528A",,,1,275052,,,,,,0,0,0,0,0,0,0,0,0,26078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90967,175,0,0,0,0,0,0,0,0,0,0,0,0,0,11936,0,0,0,0,0,0,0,0,0,0,"8",2018-08-31,,
"11","91","91553","2017","0915531710003","2","2",,"COMMUNE DE SAINT GERMAIN LES CORBEIL",,"2","RTE","DE LIEUSAINT",,,"91250","SAINT GERMAIN LES CORBEIL",,"100",,,,"CHEMIN DE BRIE",,"91250","SAINT GERMAIN LES CORBEIL",,"8AN",,,3,36964,,,,,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,0,0,0,0,0,0,0,0,1,"8",2018-08-31,"2017-07-24","2018-09-01"
"11","91","91570","2014","0915701410025","1","2",,"SCI TECHNIPARC","80804349100014","25","RUE","DU PETIT FIEF",,,"91700","SAINTE GENEVIEVE DES BOIS",,"100",,"RUE","D ALEMBERT",,,"91240","SAINT MICHEL SUR ORGE",,"391PAV","258PAV",,2,0,,,,,"1",0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2018-08-31,"2015-10-12",
"11","91","91570","2018","0915701810001","1","2",,"SCI COCODODI",,"9",,"allee Gustave Eiffel","""Les Montatons""",,"91240","SAINT-MICHEL-SUR-ORGE",,"100","9",,"ALLEE GUSTAVE EIFFEL","""LES MONTATONS""",,"91240","SAINT-MICHEL-SUR-ORGE",,"125AK",,,2,2292,,,,,"2",0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8",2018-08-31,"2018-04-19",
"11","91","91573","2018","0915731820009","1","2","SCI ST PIERRE DU PERRAY ACCESS",,"82408216800025","68","RUE","de Villiers",,,"92300","Levallois-Perret",,"100",,"RUE","Clement Ader",,,"91280","Saint-Pierre-du-Perray",,"355ZC","13ZC",,2,11792,,,,,"1",0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2018-08-31,"2018-08-01",
"11","91","91573","2018","0915731820022","9","2","SCI ST PIERRE DU PERRAY LOCATI",,"82424342200022","68","RUE","de Villiers",,,"92300","Levallois-Perret",,"100",,"RUE","Clement Ader",,,"91280","Saint-Pierre-du-Perray",,"13ZC",,,1,13184,,,,,,0,0,0,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2018-08-31,,
"11","91","91589","2018","0915891810053","9","2","SCCV","EUROPEAN HOMES 35","81468980800016","10-12",,"PLACE VENDOME",,,"75001","PARIS",,"100","45 -4",,"BD ARISTIDE BRIAND / 2-4 R",,,"91600","SAVIGNY-SUR-ORGE",,"469AL","470AL","471AL",1,1225,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2018-08-31,,
