Operateur;X;Y;2G;3G;4G
20815;583810;2418465;0;1;1
20801;583822;2418464;1;1;0
20810;583823;2495744;0;1;0
20801;583825;2374060;1;1;1
20801;583825;2465250;1;1;0
20820;583827;2425444;1;1;1
20820;583827;2465287;1;1;1
20820;583829;1945313;1;0;0
20801;583829;1945313;0;0;0
20810;583837;1945298;1;0;0
20801;583837;1945298;1;0;0
20810;583900;2425510;1;1;0
20810;583932;1780523;1;1;0
20801;583932;1780524;0;1;0
20801;583944;2425504;0;0;0
20810;583946;2434340;1;1;1
20801;583951;2433741;1;1;1
20810;583958;1721403;1;1;0
20801;583958;1721403;1;1;0
20820;583960;2433765;1;1;1
20820;583974;2495889;1;1;1
20801;583980;2343592;1;1;1
20815;583985;2444644;0;1;1
20801;583986;2323289;1;1;1
20801;583990;2492636;0;1;1
20815;583999;2323274;0;1;1
20820;584000;2323290;1;1;0
20810;584023;2442764;1;1;0
20810;584034;2343599;1;1;0
20810;584045;2418694;1;1;1
20810;584050;2059375;1;1;1
20820;584050;2059375;1;1;1
20801;584060;2378404;1;1;1
20810;584062;2378412;1;1;1
20820;584062;2378412;1;1;1
20815;584068;2378386;0;1;1
20820;584070;1879105;1;1;1
20810;584072;1879109;1;1;1
20810;584075;1763387;1;1;1
20820;584085;1763407;1;1;1
20815;584085;1763407;0;1;1
20815;584092;2468509;0;1;1
20810;584103;2468547;1;1;1
20820;584103;2468547;1;1;1
20810;584108;1884130;1;1;1
20820;584125;2318112;1;1;0
20820;584139;1884145;1;1;1
20815;584139;1884145;0;1;1
20820;584140;2615710;1;1;0
20801;584140;2569095;1;1;0
20810;584147;2615716;1;1;1
20810;584148;2254824;1;1;0
20820;584149;2254835;1;0;0
20820;584154;2422756;1;1;0
20801;584154;2254829;1;1;0
20801;584163;2422764;0;0;0
20815;584167;2421864;0;1;1
20810;584168;2092117;1;1;0
20820;584168;2092117;1;1;0
20801;584168;2092117;0;1;0
20810;584176;2422815;1;1;1
20801;584199;1763406;1;1;1
20810;584214;2424577;1;1;0
20801;584221;2438046;1;1;1
20801;584225;2470725;1;1;0
20801;584240;2446000;0;1;0
20820;584242;2446050;1;1;1
20801;584246;2496294;1;1;1
20820;584254;2448496;1;1;1
20815;584254;2446034;0;1;1
20810;584258;2489504;0;1;1
20820;584272;2489534;1;1;1
20801;584275;2628300;1;1;0
20810;584292;2642431;1;1;1
20820;584292;2642431;1;1;1
20801;584300;1880225;1;1;1
20801;584301;2490458;1;1;1
20810;584304;1881767;1;1;1
20801;584307;2421799;1;1;1
20801;584310;1881770;1;1;1
20810;584313;2422131;1;1;1
20815;584315;2393865;0;1;1
20820;584319;1881762;1;1;1
20810;584323;2393881;1;1;1
20810;584324;2422710;1;1;1
20801;584325;2398095;1;1;1
20810;584330;2633990;1;1;1
20820;584330;2633990;1;1;1
20801;584330;2393890;1;1;1
20820;584336;2393896;1;1;1
20801;584345;1894910;1;1;1
20810;584352;2171651;1;1;0
20815;584355;2431043;0;1;1
20820;584360;2431032;1;1;1
20820;584380;2422556;1;1;1
20820;584394;2429473;1;1;1
20810;584410;2422360;1;1;0
20801;584410;2422374;0;1;1
20801;584410;1878840;1;1;1
20810;584423;2421097;1;1;0
20820;584424;2421100;1;1;1
20801;584425;2633735;1;1;1
20801;584427;2421096;1;1;1
20801;584428;2423403;1;1;1
20815;584430;2421121;0;1;1
20810;584434;2633738;1;1;0
20815;584435;2633738;0;1;1
20815;584436;2423377;0;1;1
20810;584447;2423300;1;1;1
20810;584449;2423883;1;1;0
20820;584452;2423307;1;1;1
20810;584456;2374363;1;1;1
20820;584456;2374363;1;1;1
20801;584460;2422197;1;1;1
20810;584464;2159563;1;1;0
20820;584464;2159563;1;0;0
20801;584464;2159563;1;1;0
20810;584472;2425364;1;1;1
20801;584472;2431041;1;1;1
20801;584475;2425365;1;1;1
20820;584479;2425377;1;1;1
20820;584517;1880745;1;0;0
20820;584528;2421846;1;1;1
20801;584535;1880860;1;1;0
20801;584563;2411480;1;1;1
20801;584566;2433000;0;1;0
20815;584570;2450361;0;1;1
20801;584581;2422122;1;1;0
20801;584589;2422974;0;0;0
20810;584604;2447887;1;1;1
20801;584604;2271901;1;1;0
20801;584620;2426530;1;1;1
20810;584621;2470490;1;1;1
20810;584630;2426482;1;1;1
20820;584630;2470487;1;1;1
20801;584630;2321460;1;1;0
20810;584634;1879865;1;1;0
20801;584640;2027740;1;1;0
20801;584642;2221878;1;1;0
20820;584650;2419447;1;1;1
20810;584653;2321474;1;0;0
20810;584655;2419407;1;1;1
20810;584675;2221875;1;1;1
20810;584675;2027700;1;1;0
20820;584675;2221875;1;1;1
20801;584683;2419383;1;1;1
20810;584685;2083071;1;1;0
20820;584685;2083071;1;1;0
20801;584685;2083071;0;1;0
20820;584697;2027739;1;1;0
20801;584705;2645725;1;1;1
20801;584714;2422420;0;1;0
20801;584720;2469100;1;1;1
20810;584730;2068642;1;1;0
20820;584730;2068642;1;1;0
20801;584730;2068642;1;1;0
20810;584731;2422601;0;1;0
20810;584739;2456877;1;1;1
20820;584745;2456865;1;1;1
20801;584759;2428832;1;1;1
20820;584767;2426507;1;1;1
20801;584780;2410910;1;1;0
20801;584782;2422726;1;1;0
20820;584835;1880285;1;1;1
20815;584836;2317496;0;1;1
20801;584839;2317513;1;1;1
20810;584840;1880290;1;1;1
20815;584844;1880281;0;1;1
20810;584850;2317504;1;1;0
20820;584850;2412014;1;1;1
20820;584858;2408675;1;1;1
20801;584860;2310840;1;1;0
20801;584865;2112525;1;1;1
20801;584870;2408690;1;1;1
20801;584873;2412135;1;1;1
20820;584874;2424417;1;1;1
20810;584880;2424449;1;1;1
20815;584885;2438645;0;1;1
20801;584886;2438636;1;1;1
20810;584887;2438635;1;1;1
20810;584890;1865990;1;1;0
20820;584890;1865990;1;1;1
20801;584890;1880590;0;0;0
20801;584890;1880590;1;1;1
20801;584892;2424480;1;1;0
20820;584896;2438633;1;1;1
20820;584899;2423169;1;0;0
20820;584899,78;2423167,21;1;1;1
20820;584900;2310600;1;1;1
20815;584901;2310608;0;1;1
20820;584905;1886440;1;1;0
20801;584910;2305770;1;1;0
20810;584918;2310605;1;1;0
20810;584920;1926655;1;1;0
20820;584920;1926655;1;1;0
20801;584920;2423125;0;0;0
20801;584920;1926655;1;1;0
20801;584923;1886425;1;1;1
20801;584925;2429001;1;1;0
20810;584928;1886436;1;1;0
20820;584929;2564985;1;1;1
20810;584930;2564990;1;1;1
20820;584932;2435125;1;1;1
20801;584933;2435133;1;1;1
20810;584939;2373255;1;1;1
20820;584939;2373255;1;1;1
20815;584939;2373255;0;1;1
20810;584942;2411933;1;1;1
20801;584942;2422556;1;1;0
20820;584945;2429012;1;1;1
20801;584947;2423848;1;1;1
20801;584972;2487732;1;1;1
20820;584972,19;2667378,02;1;1;0
20810;584974;2425299;0;1;0
20820;584993;2341802;1;1;1
20801;584995;1890556;1;1;0
20801;585000;2470335;1;1;1
20801;585000;2403170;1;1;1
20810;585018;2423082;1;1;1
20801;585020;2423081;0;1;1
20820;585030;1961885;1;1;0
20810;585035;2421629;1;1;1
20801;585039;2423432;1;1;0
20810;585041;2479092;1;0;0
20820;585045;2433763;1;1;1
20801;585052;2450511;1;1;1
20801;585054;2433781;1;1;1
20810;585059;2667362;1;1;0
20801;585060;2667360;1;1;1
20810;585066;2445766;1;1;1
20801;585070;2445770;1;1;1
20810;585072;2403248;1;1;0
20820;585075;2450500;1;1;1
20815;585076;2433761;0;1;1
20810;585086;2450511;1;1;1
20810;585098;2423495;1;1;1
20810;585100;2528000;1;1;1
20820;585100;2528000;1;1;1
20820;585100;2403250;1;1;1
20810;585110;2469344;0;1;0
20810;585120;2469040;0;1;0
20820;585123;2422162;1;1;1
20801;585155;2554555;1;1;0
20810;585191;2432764;1;1;1
20810;585200;2469373;0;1;0
20820;585200;2423690;1;1;1
20801;585200;2421350;1;1;1
20820;585212;1748500;1;1;0
20815;585213;2423684;0;1;1
20810;585220;2423679;1;1;1
20801;585227;2661451;1;1;0
20810;585236;2661439;1;1;0
20820;585236;2418135;1;1;1
20810;585239;1748515;1;0;0
20801;585239;1748515;0;1;0
20815;585239;2418121;0;1;1
20801;585252;2451843;0;1;1
20810;585259;2422098;1;0;0
20820;585261;2014620;1;0;0
20820;585265;2451874;1;1;1
20801;585283;2427820;1;1;1
20810;585289;2422087;1;1;1
20801;585290;2428455;0;1;1
20815;585290;2422077;0;1;1
20801;585291;2422088;1;1;1
20810;585293;2014565;1;1;0
20801;585293;2014565;1;1;0
20810;585295;2418105;1;1;1
20810;585296;2408449;1;1;1
20815;585296;2408448;0;1;0
20801;585319;2455932;1;1;1
20801;585320;1879818;1;1;0
20801;585320;2418133;1;1;1
20820;585333;2427814;1;1;1
20801;585350;2440145;1;1;1
20801;585355;1883445;1;1;1
20820;585356;2422838;1;1;1
20801;585356;2422858;0;0;0
20801;585377;2143439;1;0;0
20820;585407;1882376;1;1;1
20810;585430;1882375;1;1;1
20810;585448;2450512;1;1;1
20801;585475;2432774;1;1;1
20801;585477;2381175;0;1;0
20801;585486;2430706;1;1;1
20810;585500;1889220;1;1;1
20820;585500;1889220;1;1;1
20820;585553;2429185;1;1;0
20801;585555;2538235;1;1;0
20801;585585;1880975;1;1;1
20801;585630;1882600;1;1;1
20801;585640;1895595;1;1;1
20801;585643;2423985;1;1;1
20810;585647;2414026;1;1;1
20820;585649;1895593;1;1;1
20810;585650;1895602;1;1;1
20820;585660;2422875;1;1;1
20810;585683;2086217;1;1;0
20820;585683;2086217;1;1;0
20801;585683;2086217;1;1;0
20810;585684;2433095;1;1;1
20815;585685;2433110;0;1;1
20820;585687;2433097;1;1;1
20810;585700;1879302;1;1;1
20801;585700;2424827;1;1;0
20820;585707;1879304;1;1;1
20810;585710;2423011;0;1;0
20801;585710;1893853;1;1;1
20810;585740;2447136;1;1;1
20801;585740;2447115;1;1;0
20810;585742;2185193;1;1;0
20820;585742;2185193;1;0;0
20801;585742;2185193;1;1;0
20820;585751;2551976;1;1;1
20810;585762;2551981;1;1;1
20810;585763;2381881;1;1;1
20815;585763;2381873;0;1;1
20801;585770;2626040;1;1;1
20801;585770;2403550;1;1;1
20801;585790;1877190;1;1;0
20801;585790;1875300;1;1;1
20801;585790;2612690;1;1;1
20810;585811;2625961;1;1;1
20820;585815;2665610;1;1;1
20801;585815;2665610;1;1;1
20815;585815;2665610;0;1;1
20810;585823;2665607;1;1;1
20820;585825;2425175;1;1;1
20810;585841;2433646;1;1;1
20801;585860;2470540;1;1;0
20810;585862;1763408;1;1;1
20820;585862;1763408;1;1;1
20820;585863;2422000;1;1;1
20820;585870;2403993;1;0;0
20820;585877;2652346;1;1;1
20810;585878;2403984;1;0;0
20815;585879;2652350;0;1;1
20815;585880;1894244;0;1;1
20810;585913;2383961;1;1;1
20820;585913;2383961;1;1;1
20820;585915;2440356;1;1;1
20801;585927;1774858;0;1;0
20820;585928;2426298;1;1;1
20810;585929;2426310;1;1;1
20810;585930;1774906;1;1;0
20820;585930;2436580;1;1;0
20801;585930;2438780;1;1;1
20801;585931;2414057;1;1;0
20801;585931;2426267;1;1;1
20815;585934;2426310;0;1;1
20801;585940;2440340;1;1;1
20801;585940;2383130;1;1;1
20810;585942;2428208;1;1;0
20801;585951;2436681;0;0;0
20801;585955;1879600;1;1;1
20801;585960;2297782;1;1;0
20801;585970;2562550;1;1;1
20810;585976;2105964;1;1;1
20820;585976;2105964;1;1;1
20801;585978;2392194;0;0;0
20801;585978;2392194;0;0;0
20801;586000;2433666;1;1;1
20820;586010;2438975;1;1;1
20801;586020;2471630;1;1;1
20810;586021;2413949;1;1;0
20810;586040;2429102;1;1;1
20820;586040;2431230;1;1;1
20810;586043;2421474;1;0;0
20810;586053;2431237;1;1;1
20810;586060;2652395;1;1;1
20820;586079;2646609;1;0;0
20801;586089;2423179;1;1;1
20810;586090;2646605;1;1;1
20810;586090;1817365;0;1;0
20820;586090;1817365;1;1;0
20801;586090;1817365;0;1;0
20810;586097;2419169;1;1;1
20801;586097;2105944;1;1;1
20815;586098;2105977;0;1;1
20810;586099;2476541;1;1;1
20801;586100;2376500;1;1;1
20801;586111;2427128;0;1;1
20801;586112;2476529;1;1;0
20820;586117;2476543;1;1;1
20810;586118;2423172;1;1;1
20810;586157;2429088;1;1;1
20801;586157;2429085;1;1;1
20810;586160;2425840;1;0;0
20810;586170;1918615;1;1;0
20820;586186;2425764;1;1;1
20820;586187;2429111;1;1;1
20801;586195;2426215;0;0;0
20801;586195;1893040;0;1;0
20820;586201;1918619;1;1;0
20810;586202;2278766;1;1;1
20820;586202;2278766;1;1;1
20801;586208;1918590;1;1;0
20815;586244;2376526;0;1;1
20810;586260;1799050;1;1;1
20820;586262;2447225;1;1;1
20820;586270;2424001;1;1;1
20810;586273;2427731;1;1;1
20810;586278;2424397;1;1;1
20810;586280;2376480;1;1;0
20801;586280;2638600;1;1;1
20815;586287;2440289;0;1;1
20820;586300;1799054;1;1;1
20820;586300;2382482;1;1;0
20810;586308;2459315;1;1;0
20801;586310;2666770;1;1;0
20815;586316;2424022;0;1;1
20820;586319;2459321;1;1;1
20801;586320;2424010;1;1;1
20801;586325;2412135;0;0;0
20820;586349;2444254;1;1;1
20820;586349;2412149;1;0;0
20801;586360;2421380;0;0;0
20801;586372;2459350;1;1;1
20815;586373;2422353;0;1;1
20820;586381;2427826;1;1;1
20801;586384;2427834;1;1;1
20820;586385;2422345;1;1;1
20820;586387;2423325;1;1;1
20810;586397;2422302;1;1;1
20801;586399;2444122;1;1;0
20801;586403;2437268;1;1;1
20815;586404;2444174;0;1;1
20801;586415;2418976;0;1;0
20815;586416;2423403;0;1;1
20815;586 419;2 422 276;0;1;1
20810;586425;2130875;1;1;1
20820;586425;2130875;1;1;1
20801;586425;2423417;0;1;1
20820;586426;1881175;1;1;1
20815;586427;2427823;0;1;1
20810;586449;1881164;1;1;1
20801;586460;2381745;1;1;0
20801;586480;2412270;1;1;1
20815;586488,26;ÿ2058550.52;0;1;1
20801;586496;2058540;1;1;0
20801;586500;2420890;1;1;0
20801;586500;2053370;1;1;0
20801;586510;2241545;1;1;0
20815;586510;2437219;0;1;1
20810;586518;2425993;1;1;1
20801;586520;2426000;1;1;1
20801;586520;2422532;1;1;1
20820;586523;2426019;1;1;1
20810;586529;1890724;1;1;0
20801;586537;2414048;0;0;0
20815;586541;1890721;0;1;1
20801;586545;1880633;0;1;0
20820;586556;2420873;1;1;1
20815;586564;2245102;0;1;1
20810;586569;2420793;1;1;1
20810;586575;2434206;1;1;1
20810;586580;2245160;1;1;1
20820;586580;2245155;1;1;1
20815;586590;1882317;0;1;1
20801;586606;2426567;0;1;1
20801;586609;2431521;1;1;1
20801;586610;2432445;1;1;0
20810;586614;2432442;1;1;1
20820;586625;2433025;1;1;1
20815;586 635;2 431 919;0;1;1
20820;586637;2436280;1;1;1
20810;586651;1951308;1;1;0
20820;586651;2434256;1;1;1
20820;586660;1882380;1;1;1
20810;586671;2423751;1;1;1
20820;586677;1987734;1;0;0
20801;586681;2410973;1;1;1
20801;586686;1987724;1;0;0
20810;586692;2383462;1;1;1
20820;586695;2423228;1;1;1
20801;586700;2650200;1;1;1
20820;586725;2383402;1;1;1
20810;586750;2650170;1;1;1
20820;586750;2650170;1;1;1
20820;586751;2421865;1;1;1
20810;586756;2241587;1;1;1
20810;586756;2445217;1;1;1
20810;586760;2209180;1;1;1
20820;586760;2209180;1;1;1
20801;586761;2420656;0;0;0
20801;586761;2420656;1;1;1
20815;586774;2383384;0;1;1
20801;586784;2551300;1;1;1
20820;586790;2241595;1;1;1
20801;586797;2590284;1;1;0
20820;586802;2430118;1;1;1
20815;586861;2628343;0;1;1
20801;586864;2557783;1;1;1
20801;586921;2434420;1;1;1
20820;586929;2590415;1;1;1
20815;586931;2434405;0;1;1
20810;586940;2590425;1;1;0
20801;586955;2433557;1;1;1
20810;586956;2410182;1;1;1
20815;586958;2410175;0;1;1
20820;586964;2410180;1;1;1
20801;586965;2410180;1;1;0
20810;586967;2668062;1;1;1
20810;586968;2577485;1;1;0
20820;586968;2577485;1;0;0
20801;586968;2577485;1;1;0
20810;586975;1730244;1;1;0
20820;586975;1730244;1;1;0
20801;586975;1730244;0;0;0
20801;586985;2430053;0;0;0
20801;586997;2444303;1;1;1
20810;587000;2485825;1;1;1
20820;587000;2485825;1;1;1
20801;587003;2430053;1;1;1
20810;587005;1825755;1;1;0
20820;587005;1825755;1;1;0
20801;587005;1825755;1;1;0
20801;587010;2532070;1;1;0
20815;587011;2433447;0;1;1
20820;587022;2437531;1;1;1
20810;587025;2437530;1;1;1
20820;587025;2668002;1;1;1
20801;587028;2437528;1;1;0
20815;587048;2485817;0;1;1
20815;587059;2445903;0;1;1
20801;587064;2381673;0;0;0
20810;587088;2433587;1;1;1
20820;587091;2452188;1;1;1
20810;587095;2452178;1;1;1
20801;587110;1864300;1;1;1
20801;587112;2452191;1;1;1
20801;587120;2436320;1;1;1
20815;587123;2473974;0;1;1
20810;587127;2435137;1;1;1
20815;587134;2452209;0;1;1
20810;587150;1841910;1;1;1
20820;587150;1841905;1;1;1
20801;587153;2496403;1;1;0
20820;587172;2380370;1;1;1
20820;587178;2380362;1;1;0
20815;587179;2380355;0;1;1
20810;587181;2496456;1;0;0
20810;587187;2380368;1;1;1
20810;587191;2381721;0;1;0
20801;587200;2620800;1;1;1
20801;587220;2123395;1;1;1
20810;587243;2409005;1;1;1
20801;587245;2380375;1;1;1
20810;587274;2436921;1;1;1
20801;587280;1881030;1;1;0
20801;587293;1754050;1;1;0
20820;587313;2409135;1;1;1
20801;587331;2667393;0;1;0
20820;587335;2396385;1;1;1
20810;587336;2396386;1;1;1
20801;587340;2396350;1;1;1
20820;587350;2443420;1;1;1
20820;587350;2318025;1;1;0
20810;587369;2414635;1;1;1
20820;587375;2323875;1;1;1
20815;587377;2414624;0;1;1
20810;587390;2422408;1;1;1
20810;587400;2042000;1;1;0
20820;587400;2432100;1;1;1
20820;587400;2042000;1;1;0
20801;587400;2042000;1;1;0
20801;587400;2422415;1;1;1
20810;587402;2500302;1;1;1
20820;587402;2500302;1;1;1
20801;587402;2414213;1;1;1
20801;587410;2527810;1;1;0
20810;587412;2432431;1;1;0
20810;587418;2569919;1;1;1
20820;587418;2569919;1;1;1
20810;587420;1989984;1;0;0
20801;587431;2431721;1;1;0
20820;587432,8861;2414746,565;1;1;1
20801;587435;2382760;1;1;1
20820;587443;2431633;1;1;0
20810;587450;2430789;0;1;0
20820;587451;2426190;1;1;1
20801;587452;2432373;0;0;0
20820;587455;2422775;1;1;1
20810;587457;1930543;1;1;0
20820;587457;1930543;1;1;0
20801;587457;1930543;1;1;0
20810;587463;2431625;1;1;1
20801;587472;2432285;0;0;0
20810;587476;2426204;1;1;1
20810;587485;2290798;1;1;0
20801;587485;2290798;1;1;0
20801;587490;2426180;1;1;1
20810;587492;2443915;1;1;0
20820;587493;2443921;1;1;1
20810;587496;2432130;1;1;1
20820;587496;2290767;1;0;0
20820;587503;2430733;0;1;0
20810;587525;2432265;1;1;0
20801;587525;2500950;1;1;0
20820;587533;2427109;1;1;1
20810;587541;2427127;1;1;1
20801;587541;2427131;1;1;1
20820;587543;1754072;1;1;0
20801;587546;2443779;0;0;0
20801;587546;2443779;0;0;0
20815;587547;2427140;0;1;1
20815;587547;2098378;0;1;1
20810;587548;2098369;1;1;1
20801;587548;2098360;1;1;1
20820;587550;2098350;1;1;1
20810;587563;2459170;1;1;1
20810;587570;1980150;1;1;0
20801;587570;1980150;0;1;0
20801;587588;2294056;1;1;0
20810;587593;2408651;1;1;1
20820;587595;2433585;1;1;1
20801;587597;2433585;1;1;1
20801;587604;2408616;1;1;1
20810;587605;2433582;1;1;1
20815;587611;2409401;0;1;1
20801;587612;2432438;0;0;0
20810;587613;2294087;1;1;0
20820;587614;2294084;1;0;0
20820;587630;2424562;1;1;1
20810;587632;2438022;1;1;1
20810;587633;2409806;1;1;1
20810;587646;2420591;1;1;1
20801;587646;2432254;1;1;0
20801;587646;2420586;1;1;1
20820;587650;2438831;1;1;1
20801;587665;2409785;1;1;1
20810;587677;2467442;1;0;0
20801;587677;1973327;1;0;0
20801;587679;2467458;1;1;0
20815;587682;2195294;0;1;1
20820;587706;2420577;1;1;1
20815;587717;2420588;0;1;1
20801;587725;2439800;1;1;0
20815;587 742;2 438 656;0;1;1
20820;587750;2439850;1;1;1
20810;587755;2426826;1;1;1
20801;587760;2417533;1;1;1
20815;587778;2439874;0;1;1
20810;587785;2417530;1;1;1
20801;587785;2432347;1;1;0
20810;587789;2432335;1;1;1
20810;587792;2439877;1;1;1
20810;587800;2419177;1;1;0
20820;587800;2458980;1;1;1
20801;587810;2441650;1;1;0
20801;587833;2429325;0;1;1
20810;587845;2417951;1;1;1
20820;587850;2417970;1;1;0
20801;587850;2417950;1;1;0
20810;587867;2473767;1;1;1
20820;587867;2473767;1;1;1
20810;587870;1723300;1;1;1
20820;587870;1723300;1;1;1
20810;587875;2422888;1;1;1
20820;587875;1837290;1;1;1
20801;587875;1837290;1;1;0
20810;587877;1837293;1;1;1
20801;587882;2408692;0;0;0
20820;587895;2273240;1;1;1
20801;587895;2273240;1;1;0
20810;587896;2273227;1;1;1
20810;587900;2408650;1;1;0
20801;587906;2411728;1;1;1
20810;587935;2219795;1;1;1
20820;587935;2219795;1;1;1
20820;587950;2408670;1;1;1
20820;587970;2432430;1;1;1
20801;587970;2434960;0;1;0
20815;587996;2446551;0;1;1
20820;588000;1867420;1;1;0
20810;588012;2446587;1;1;1
20815;588013;1867389;0;1;1
20810;588020;1999070;1;1;1
20820;588020;1999070;1;1;1
20801;588020;1843160;1;1;1
20820;588032;2431122;1;1;1
20801;588033;2432566;0;0;0
20801;588038;1997030;1;1;0
20810;588050;1997030;1;1;0
20810;588055;2603028;1;1;0
20815;588066;1859973;0;1;1
20810;588076;1859969;1;1;1
20820;588076;1859969;1;1;1
20815;588109;2432455;0;1;1
20810;588112;2425585;1;1;1
20801;588112;2425584;1;1;1
20820;588119;2425588;1;1;1
20801;588120;2383205;0;1;1
20801;588124;2432586;0;0;0
20801;588130;1880380;1;1;1
20801;588154;2439107;1;1;1
20820;588169;2435232;1;1;1
20801;588170;2393625;1;1;0
20801;588175;2435235;1;1;1
20801;588175;2401390;1;1;1
20810;588180;1874248;1;1;1
20815;588182;1874218;0;1;1
20820;588183;1874212;1;1;1
20801;588199;2432614;1;1;1
20801;588200;2432039;1;1;1
20820;588210;2421930;1;1;1
20801;588212;2432624;0;0;1
20810;588229;2117583;1;1;1
20820;588229;2117583;1;1;1
20815;588230;2421947;0;1;1
20801;588231;2421934;1;1;1
20810;588233;2424740;1;1;0
20801;588233;2424743;1;1;0
20810;588238;2421955;1;1;1
20820;588240;2410960;1;1;1
20810;588249;2409356;1;1;1
20810;588250;2431093;1;1;1
20820;588250;2402290;1;1;1
20801;588250;2431094;1;1;1
20810;588253;2410983;1;1;1
20815;588258;2435299;0;1;1
20801;588260;2410985;1;1;1
20815;588269;2410976;0;1;1
20810;588270;2402318;1;1;1
20801;588270;2427714;1;1;1
20810;588280;2427711;1;1;1
20801;588282;2409796;1;1;0
20820;588284;2409795;1;1;1
20810;588305;2283040;0;1;0
20820;588305;2283040;1;1;0
20801;588305;2283040;0;1;0
20801;588318;2437278;1;1;1
20820;588319;2431969;1;1;1
20801;588320;2444630;1;1;0
20815;588338;2444695;0;1;1
20810;588339;2636363;1;0;1
20810;588339;2444668;1;1;1
20820;588339;2636363;1;1;1
20810;588352;2429698;1;1;1
20801;588355;2412485;1;1;1
20820;588375;2432902;0;1;1
20810;588378;2412503;1;1;1
20801;588380;2636384;1;1;0
20801;588384;2409377;0;1;1
20810;588385;2425812;1;1;0
20801;588395;2425820;1;0;0
20810;588409;1881538;1;1;1
20801;588412;2429257;0;0;0
20810;588430;2432700;1;1;0
20801;588443;2432730;0;1;0
20801;588443;2430152;1;1;1
20820;588446;2432869;1;1;0
20801;588446;2432869;0;0;0
20820;588450;2412225;1;1;1
20801;588450;2412225;0;0;0
20820;588455;1881533;1;1;1
20810;588476;2431990;1;1;1
20801;588480;2426615;1;1;0
20810;588490;1936720;1;0;0
20810;588492;2433147;1;1;1
20801;588509;1936712;1;1;0
20810;588510;2430864;0;1;0
20820;588517;1936694;1;0;0
20801;588518;2480454;1;1;1
20801;588534;2429502;1;0;1
20801;588534;2429502;0;1;1
20801;588541;2452080;1;1;1
20801;588560;2437768;1;1;1
20820;588561;2437764;1;1;1
20801;588570;2434900;0;1;0
20810;588610;2554780;1;1;1
20820;588610;2554782;1;1;1
20801;588618;1965318;1;1;0
20801;588625;2283038;0;1;0
20815;588678;2431342;0;1;1
20801;588680;2387030;1;1;1
20801;588696;1885107;1;1;1
20810;588703;2387051;1;1;1
20801;588705;1870800;1;1;1
20820;588716;2431345;1;1;1
20820;588728;2387041;1;1;1
20815;588728;1841367;0;1;1
20810;588730;2424858;1;1;1
20801;588740;2424835;0;0;0
20815;588749;1952716;0;1;1
20801;588750;2424875;1;1;0
20801;588750;2436300;1;1;1
20801;588770;2443160;1;1;1
20810;588772;2443157;1;1;1
20801;588783;2429120;0;0;0
20820;588796;2420648;1;1;1
20820;588798;2442620;1;1;1
20815;588799;2420648;0;1;1
20810;588813;2052910;1;1;1
20820;588822;2052896;1;1;1
20815;588834;2438605;0;1;1
20801;588846;1768222;1;1;0
20820;588850;1952400;1;1;0
20820;588852;2417313;1;1;0
20801;588853;1952398;1;0;0
20801;588853;2446630;1;1;0
20801;588854;2431004;1;1;1
20801;588865;2431244;0;0;0
20810;588870;1758203;1;1;0
20801;588870;2426460;1;1;1
20810;588873;2426452;0;0;1
20801;588880;1882040;1;1;1
20820;588885;2430900;1;1;1
20820;588895;2427320;1;1;1
20810;588909;2436647;1;1;1
20801;588916;2339441;1;1;0
20810;588924;2420637;1;1;1
20801;588926;1758166;1;0;0
20820;588941;2422222;1;1;1
20820;588945;2446670;1;1;1
20801;588964;2432612;1;1;1
20810;588965;2422463;1;1;1
20810;588965;2432612;1;1;1
20801;588970;2423231;1;1;0
20801;588980;1881085;0;1;0
20815;588993;2436225;0;1;1
20820;588995;2410560;1;1;1
20810;589003;2437829;1;1;1
20801;589022;2431680;1;1;1
20801;589037;2420227;1;1;1
20801;589046;2433018;1;1;1
20810;589055;2111868;1;1;1
20820;589055;2111868;1;1;1
20820;589072;2438712;1;1;1
20801;589107;2423512;1;1;1
20810;589113;2104228;1;1;1
20820;589113;2104228;1;1;1
20801;589121;2423522;0;0;0
20801;589126;2438724;1;1;0
20810;589129;1835994;1;1;1
20820;589140;1836000;1;1;1
20815;589146;2409707;0;1;0
20810;589149;2409796;1;1;1
20820;589167;2432897;1;1;1
20801;589169;2455303;1;1;1
20815;589170;2432886;0;1;1
20810;589174;2455285;1;1;1
20810;589185;2428807;0;1;0
20801;589188;2428800;0;1;1
20810;589197;2195473;1;1;1
20815;589197;2425592;0;1;1
20801;589200;2195480;1;1;0
20820;589204;2195474;1;1;1
20801;589220;2410650;1;1;1
20820;589228;2423660;1;1;1
20810;589229;2251751;1;1;0
20820;589229;2251751;1;0;0
20820;589234;2436573;1;1;1
20801;589246;2430612;1;1;1
20815;589247;2430630;0;1;1
20810;589254;2427494;1;1;1
20801;589259;2427515;1;1;1
20801;589260;1856730;1;0;0
20810;589283;1864900;1;1;1
20820;589283;1864900;1;1;1
20815;589284;1864884;0;1;1
20810;589312;2627137;1;1;1
20820;589312;2627137;1;1;1
20810;589314;2431864;1;1;1
20801;589320;2251725;1;1;0
20801;589320;2424784;1;1;1
20810;589324;1811075;1;1;1
20801;589329;2425451;0;1;0
20820;589333;2424758;1;1;1
20820;589333;2644164;1;1;1
20801;589350;2644156;1;1;0
