org;adr;dep;com;gps;lat;long;catr;voie;v1;v2;pr;pr1;ttue;tbg;tbl;tindm;typenumero;numero;distancemetre;libellevoie;coderivoli;grav
5;42, JUILLET (RUE DU 14);973;302;;;;;;;;;;0;0;1;1;1;42;0;JUILLET (RUE DU 14);;0,44
5;, DEVEZE (GABRIEL);973;302;;;;;;;;;;0;0;1;3;1;6;0;PICHEVIN (DAVID);;0,44
5;MIRZA (CITE);973;302;;;;;;;;;;0;0;1;1;0;;0;MIRZA (CITE);;0,44
5;10, LAFAURIE (CITE);973;302;;;;;;;;;;0;0;1;1;1;10;0;LAFAURIE (CITE);;0,44
1;;973;307;G;0;0;;;;;;;0;0;1;0;;;;;;0,44
5;VOLTAIRE(AVENUE);973;302;;;;;;;;;;0;0;1;1;0;;0;GIPPET (DOCTEUR);;0,44
5;700, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;700;0;BADUEL (ROUTE DE);;0,44
5;873, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;873;0;BADUEL (ROUTE DE);;0,44
5;1667, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;1;1;1667;0;MADELEINE (ROUTE DE LA);;0,44
5;1240, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;1240;0;MONTABO (ROUTE DE) 1;;0,44
5;641, FELIX EBOUE(ROCADE);973;302;;;;;;;;;;0;0;1;2;1;641;0;MANGO (ROUTE);;0,44
5;9716, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;2;1;9716;0;MADELEINE (ROUTE DE LA);;0,44
5;04, BOUDINOT (AUGUSTE) C;973;302;;;;;;;;;;0;0;1;0;1;4;0;BOUDINOT (AUGUSTE) CITE THEMIRE;;0,44
5;21, DIGUE LEBLOND;973;302;;;;;;;;;;0;0;1;1;1;21;0;DIGUE LEBLOND;;0,44
5;30, PREVOT (ERNEST);973;302;;;;;;;;;;0;0;1;1;1;30;0;PREVOT (ERNEST);;0,44
5;35, CABASSOU (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;35;0;TIGRE (ROUTE DU);;0,44
5;2813, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;2813;0;MONTABO (ROUTE DE) 1;;0,44
5;TIGRE (ROUTE DU);973;302;;;;;;;;;;0;0;1;2;2;9021;0;TIGRE (ROUTE DU);;0,44
5;946, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;946;0;MONTABO (ROUTE DE) 1;;0,44
5;PETIT MONACO (ROND-POINT;973;302;;;;;;;;;;0;0;1;1;0;;0;MONTABO (ROUTE DE) 1;;0,44
5;1610, FELIX EBOUE(ROCADE;973;302;;;;;;;;;;0;0;1;1;1;1610;0;FELIX EBOUE(ROCADE);;0,44
5;2357, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;1;1;2357;0;MADELEINE (ROUTE DE LA);;0,44
5;747, EBOUE (ROCADE FELIX;973;302;;;;;;;;;;0;0;1;0;1;747;0;EBOUE (ROCADE FELIX);;0,44
5;30, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;30;0;BADUEL (ROUTE DE);;0,44
5;94, DE GAULLE (AVENUE);973;302;;;;;;;;;;0;0;1;1;1;94;0;DE GAULLE (AVENUE);;0,44
5;410, ZEPHIR (ROCADE);973;302;;;;;;;;;;0;0;1;1;1;410;0;ZEPHIR (ROCADE);;0,44
5;1315, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;1;1;1315;0;MADELEINE (ROUTE DE LA);;0,44
5;36, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;36;0;BADUEL (ROUTE DE);;0,44
5;2568, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;1;1;2568;0;MADELEINE (ROUTE DE LA);;0,44
5;48, VOLTAIRE(AVENUE);973;302;;;;;;;;;;0;0;1;2;0;;0;LUBIN (SAMUEL);;0,44
5;2091, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;2091;0;BADUEL (ROUTE DE);;0,44
5;SUZINI (CARREFOUR);973;302;;;;;;;;;;0;0;1;0;2;3;0;SUZINI (CARREFOUR);;0,44
5;3492, SUZINI (CARREFOUR);973;302;;;;;;;;;;0;0;1;1;1;3492;0;SUZINI (CARREFOUR);;0,44
5;71, TARZAN (PISTE);973;302;;;;;;;;;;0;0;1;1;1;71;0;TARZAN (PISTE);;0,44
5;631, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;631;0;BADUEL (ROUTE DE);;0,44
5;19, GALMOT (AVENUE);973;302;;;;;;;;;;0;0;1;1;1;19;0;GALMOT (AVENUE);;0,44
5;09, BERNARD (DU CAPITAIN;973;302;;;;;;;;;;0;0;1;1;1;9;0;BERNARD (DU CAPITAINE);;0,44
5;541, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;541;0;MONTABO (ROUTE DE) 1;;0,44
5;VOLTAIRE(AVENUE);973;302;;;;;;;;;;0;0;1;1;1;14;0;GIPPET (DOCTEUR);;0,44
1;RUE DE LA VILLE;973;311;G;0;0;;;;;;;0;0;1;2;;;;;;0,44
1;;973;309;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
1;avenue cyprien Gildon;973;309;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
1;655 Av Gast. Monnerville;973;311;G;0;0;;;;;;;0;0;1;3;;;;;;0,44
5;541, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;541;0;MONTABO (ROUTE DE) 1;;0,44
5;943, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;943;0;MONTABO (ROUTE DE) 2;;0,44
5;461, MADELEINE (ROUTE DE;973;302;;;;;;;;;;0;0;1;2;1;461;0;MADELEINE (ROUTE DE LA);;0,44
5;, MONTABO (ROUTE DE) 4;973;302;;;;;;;;;;0;0;1;3;1;3294;0;MONTABO (ROUTE DE) 4;;0,44
5;04, REPUBLIQUE (BD DE LA;973;302;;;;;;;;;;0;0;1;2;1;4;0;REPUBLIQUE (BD DE LA);;0,44
5;30, JUBELIN (BOULEVARD);973;302;;;;;;;;;;0;0;1;1;1;30;0;JUBELIN (BOULEVARD);;0,44
5;CABASSOU (CITE);973;302;;;;;;;;;;0;0;1;1;9;15;0;CABASSOU (CITE);;0,44
5;16, PREVOT (ERNEST);973;302;;;;;;;;;;0;0;1;1;0;;0;JADFARD (RENE);;0,44
5;TECLE (EUGENE) CITE THEM;973;302;;;;;;;;;;0;0;1;1;0;;0;THEMIRE (CITE);;0,44
5;MARINGOUINS (ROND-POINT);973;302;;;;;;;;;;0;0;1;2;0;;0;ROUTE NATIONALE I;;0,44
5;MADELEINE (ROND POINT);973;302;;;;;;;;;;0;0;1;0;0;;0;MADELEINE (ROUTE DE LA);;0,44
5;57, JADFARD (RENE);973;302;;;;;;;;;;0;0;1;0;1;57;0;JADFARD (RENE);;0,44
5;1389, ROUTE NATIONALE II;973;302;;;;;;;;;;0;0;1;1;0;;0;ROUTE NATIONALE III;;0,44
5;48, JUBELIN (BOULEVARD);973;302;;;;;;;;;;0;0;1;2;1;48;0;JUBELIN (BOULEVARD);;0,44
5;VIRGILE (AVENUE);973;302;;;;;;;;;;0;0;1;1;9;;0;VIRGILE (AVENUE);;0,44
5;2914, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;2;1;2914;0;BADUEL (ROUTE DE);;0,44
5;02, DE GAULLE (AVENUE);973;302;;;;;;;;;;0;0;1;2;0;;0;MALOUET;;0,44
5;1816, EBOUE (ROCADE FELI;973;302;;;;;;;;;;0;0;1;1;1;1816;0;EBOUE (ROCADE FELIX);;0,44
5;AMUSANT (PAUL);973;302;;;;;;;;;;0;0;1;1;1;22;0;LIBERTE (AVENUE DE LA);;0,44
5;80, MEDAN (cité);973;302;;;;;;;;;;0;0;1;1;1;80;0;MEDAN (cité);;0,44
5;3, MANGO (ROUTE);973;302;;;;;;;;;;0;0;1;1;1;3;0;MANGO (ROUTE);;0,44
5;1711, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;1;1;1711;0;MADELEINE (ROUTE DE LA);;0,44
5;1436, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;1436;0;BADUEL (ROUTE DE);;0,44
5;2, MONTABO (ROUTE DE) 2;973;302;;;;;;;;;;0;0;1;2;1;2;0;MONTABO (ROUTE DE) 2;;0,44
1;;973;304;G;0;0;;;;;;;0;0;1;3;;;;;;0,44
5;48, FLAMBOYANTS (RUE DES;973;302;;;;;;;;;;0;0;1;1;1;48;0;FLAMBOYANTS (RUE DES);;0,44
5;383, MANGO (ROUTE);973;302;;;;;;;;;;0;0;1;0;1;383;0;MANGO (ROUTE);;0,44
5;93, LIBERTE (AVENUE DE L;973;302;;;;;;;;;;0;0;1;1;1;93;0;14 ET 22 JUIN 1962;;0,44
5;7, AMUSANT (PAUL);973;302;;;;;;;;;;0;0;1;1;1;7;0;AMUSANT (PAUL);;0,44
5;18, REPUBLIQUE (BD DE LA;973;302;;;;;;;;;;0;0;1;6;1;18;0;REPUBLIQUE (BD DE LA);;0,44
5;28, MOLE;973;302;;;;;;;;;;0;0;1;2;1;28;0;MOLE;;0,44
5;MADELEINE (ROND POINT);973;302;;;;;;;;;;0;0;1;1;0;;0;MADELEINE (ROUTE DE LA);;0,44
5;2458, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;2458;0;MONTABO (ROUTE DE) 2;;0,44
5;TIGRE (ROUTE DU);973;302;;;;;;;;;;0;0;1;1;0;;0;TIGRE (ROUTE DU);;0,44
5;MADELEINE (ROND POINT);973;302;;;;;;;;;;0;0;1;1;0;;0;MADELEINE (ROUTE DE LA);;0,44
5;2697, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;2697;0;BADUEL (ROUTE DE);;0,44
5;1203, RABAN (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;1203;0;MANGO (ROUTE);;0,44
5;VOLTAIRE(AVENUE);973;302;;;;;;;;;;0;0;1;2;1;29;0;PICHEVIN (DAVID);;0,44
1;;973;303;G;0;0;;;;;;;0;0;1;0;;;;;;0,44
1;Route de MONTJOLY;973;309;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;54, HEDER (AVENUE LEOPOL;973;302;;;;;;;;;;0;0;1;1;0;;0;FELIX EBOUE (Rue);;0,44
5;62, MIRZA (CITE);973;302;;;;;;;;;;0;0;1;1;1;35;0;MIRZA (CITE);;0,44
5;2059, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;0;1;2059;0;MADELEINE (ROUTE DE LA);;0,44
5;2, MIRZA (CITE);973;302;;;;;;;;;;0;0;1;1;1;2;0;MIRZA (CITE);;0,44
5;VOLTAIRE(AVENUE);973;302;;;;;;;;;;0;0;1;2;0;;0;GIPPET (DOCTEUR);;0,44
5;FLAMBOYANTS (RUE DES);973;302;;;;;;;;;;0;0;1;1;2;5408;0;FLAMBOYANTS (RUE DES);;0,44
5;5, REPUBLIQUE (BD DE LA);973;302;;;;;;;;;;0;0;1;1;1;5;0;REPUBLIQUE (BD DE LA);;0,44
5;81, LIBERTE (AVENUE DE L;973;302;;;;;;;;;;0;0;1;1;1;38;0;FELIX EBOUE (Rue);;0,44
5;37, 14 ET 22 JUIN 1962;973;302;;;;;;;;;;0;0;1;1;1;37;0;14 ET 22 JUIN 1962;;0,44
5;04, BLANC (LOUIS);973;302;;;;;;;;;;0;0;1;1;1;1;0;REMIRE (DE);;0,44
5;69, FELIX EBOUE (Rue);973;302;;;;;;;;;;0;0;1;1;1;69;0;DE GAULLE (AVENUE);;0,44
5;106, GALMOT (AVENUE);973;302;;;;;;;;;;0;0;1;1;1;106;0;GALMOT (AVENUE);;0,44
5;3416, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;3416;0;BADUEL (ROUTE DE);;0,44
1;;973;307;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;1918, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;2;1;1918;0;MONTABO (ROUTE DE) 3;;0,44
5;02, MONTABO (ROUTE DE) 2;973;302;;;;;;;;;;0;0;1;2;1;2;0;MONTABO (ROUTE DE) 2;;0,44
5;ZEPHIR (ROCADE);973;302;;;;;;;;;;0;0;1;1;0;;0;ZEPHIR (ROCADE);;0,44
5;01, ADJUDANT PINDARD (RU;973;302;;;;;;;;;;0;0;1;0;1;1;0;ADJUDANT PINDARD (RUE);;0,44
5;MANGO (ROUTE);973;302;;;;;;;;;;0;0;1;0;1;403;0;MANGO (ROUTE);;0,44
5;04, PICHEVIN (DAVID);973;302;;;;;;;;;;0;0;1;1;0;;0;DEVEZE (GABRIEL);;0,44
5;MADELEINE (ROUTE DE LA);973;302;;;;;;;;;;0;0;1;1;0;;0;TIGRE (ROUTE DU);;0,44
5;ROUTE NATIONALE I;973;302;;;;;;;;;;0;0;1;1;0;;0;ROUTE NATIONALE I;;0,44
5;6, MENTEL;973;302;;;;;;;;;;0;0;1;1;1;6;0;MENTEL;;0,44
5;9, DERBES (GEORGES);973;302;;;;;;;;;;0;0;1;1;0;;0;SACCHARIN(RUE);;0,44
5;37, JADFARD (RENE);973;302;;;;;;;;;;0;0;1;0;1;37;0;JADFARD (RENE);;0,44
5;6, DE GAULLE (AVENUE);973;302;;;;;;;;;;0;0;1;1;1;6;0;DE GAULLE (AVENUE);;0,44
5;MONTABO (ROUTE DE) 3;973;302;;;;;;;;;;0;0;1;1;2;807;0;MONTABO (ROUTE DE) 3;;0,44
5;TIGRE (ROUTE DU);973;302;;;;;;;;;;0;0;1;0;2;;0;TIGRE (ROUTE DU);;0,44
5;BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;0;;0;RABAN (ROUTE DE);;0,44
5;MARINGOUINS (ROND-POINT);973;302;;;;;;;;;;0;0;1;3;0;;0;ROUTE NATIONALE I;;0,44
5;BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;0;;0;BADUEL (ROUTE DE);;0,44
5;31, HEDER (AVENUE LEOPOL;973;302;;;;;;;;;;0;0;1;1;2;31;0;CATAYEE (JUSTIN);;0,44
5;MONTABO (ROUTE DE) 1;973;302;;;;;;;;;;0;0;1;1;1;3191;0;MONTABO (ROUTE DE) 1;;0,44
5;482, TIGRE (ROUTE DU);973;302;;;;;;;;;;0;0;1;1;1;482;0;TIGRE (ROUTE DU);;0,44
5;MADELEINE (ROUTE DE LA);973;302;;;;;;;;;;0;0;1;1;2;;0;MADELEINE (ROUTE DE LA);;0,44
5;TIGRE (ROUTE DU);973;302;;;;;;;;;;0;0;1;1;1;127;0;TIGRE (ROUTE DU);;0,44
5;7, MARAN (RENE) CITE THE;973;302;;;;;;;;;;0;0;1;2;1;7;0;CONSTANT CHLORE(RUE);;0,44
5;MARINGOUINS (ROND-POINT);973;302;;;;;;;;;;0;0;1;1;0;;0;ROUTE NATIONALE I;;0,44
5;1, BOULEVARD DES CITES;973;302;;;;;;;;;;0;0;1;1;0;;0;NOVAPARC (RESIDENCE) RTE DE RABAN;;0,44
5;28, REPUBLIQUE (BD DE LA;973;302;;;;;;;;;;0;0;1;2;1;28;0;REPUBLIQUE (BD DE LA);;0,44
5;MADELEINE (ROUTE DE LA);973;302;;;;;;;;;;0;0;1;1;0;;0;MADELEINE (ROUTE DE LA);;0,44
5;TIGRE (ROUTE DU);973;302;;;;;;;;;;0;0;1;1;2;39;0;TIGRE (ROUTE DU);;0,44
5;9, ILET MALOUIN;973;302;;;;;;;;;;0;0;1;1;1;9;0;ILET MALOUIN;;0,44
5;130, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;2;130;0;JACARANDAS (CITE);;0,44
5;04, MENTEL;973;302;;;;;;;;;;0;0;1;1;1;4;0;MENTEL;;0,44
1;;973;307;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;338, MADELEINE (ROUTE DE;973;302;;;;;;;;;;0;0;1;1;1;338;0;MADELEINE (ROUTE DE LA);;0,44
5;110, MANGO (CITE);973;302;;;;;;;;;;0;0;1;1;1;110;0;MANGO (CITE);;0,44
5;LALLOUETTE;973;302;;;;;;;;;;0;0;1;1;0;;0;ALLEE CENTRAL DES PALMISTES;;0,44
5;18, MIRZA (CITE);973;302;;;;;;;;;;0;0;1;1;1;18;0;MIRZA (CITE);;0,44
5;1, ABOLITION DE L'ESCLAV;973;302;;;;;;;;;;0;0;1;1;1;4;0;BASSIERE (LEON) CITE THEMIRE;;0,44
5;110, MANGO (ROUTE);973;302;;;;;;;;;;0;0;1;1;0;;0;JACARANDAS (CITE);;0,44
5;MARINGOUINS (ROND-POINT);973;302;;;;;;;;;;0;0;1;1;0;;0;ROUTE NATIONALE I;;0,44
5;11, LUBIN (SAMUEL);973;302;;;;;;;;;;0;0;1;1;1;11;0;LUBIN (SAMUEL);;0,44
5;BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;465;0;BADUEL (ROUTE DE);;0,44
5;2066, CABASSOU (ROUTE DE;973;302;;;;;;;;;;0;0;1;1;1;2066;0;CABASSOU (ROUTE DE);;0,44
5;EBOUE (ROCADE FELIX);973;302;;;;;;;;;;0;0;1;1;2;1409;0;EBOUE (ROCADE FELIX);;0,44
5;CRIQUE FOUILLEE (ROND PO;973;302;;;;;;;;;;0;0;1;1;0;;0;ROUTE NATIONALE I;;0,44
5;BOULEVARD DES CITES;973;302;;;;;;;;;;0;0;1;1;2;148,13;0;BOULEVARD DES CITES;;0,44
5;3667, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;3667;0;MONTABO (ROUTE DE) 3;;0,44
5;JUBELIN (BOULEVARD);973;302;;;;;;;;;;0;0;1;1;0;;0;JUBELIN (BOULEVARD);;0,44
1;route de Montjoly;973;309;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
1;;973;309;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;03, ABOLITION DE L'ESCLA;973;302;;;;;;;;;;0;0;1;0;1;2;0;TECLE (EUGENE) CITE THEMIRE;;0,44
5;23, NEGRES MARONS (RUE D;973;302;;;;;;;;;;0;0;1;1;0;;0;DALHIAS (RUE DES) CITE BONHOMME;;0,44
5;1380, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;3;1;1380;0;MONTABO (ROUTE DE) 2;;0,44
5;02, HOMAT;973;302;;;;;;;;;;0;0;1;1;1;2;0;HOMAT;;0,44
5;3034, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;3034;0;MONTABO (ROUTE DE) 2;;0,44
5;15, PREVOT (ERNEST);973;302;;;;;;;;;;0;0;1;1;1;15;0;PREVOT (ERNEST);;0,44
5;17, BARRAT (DU DOCTEUR);973;302;;;;;;;;;;0;0;1;2;1;17;0;BARRAT (DU DOCTEUR);;0,44
5;700, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;2;1;700;0;BADUEL (ROUTE DE);;0,44
5;3131, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;3131;0;BADUEL (ROUTE DE);;0,44
5;LAFAURIE (CITE);973;302;;;;;;;;;;0;0;1;1;1;4;0;LAFAURIE (CITE);;0,44
5;1222, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;1222;0;MONTABO (ROUTE DE) 2;;0,44
5;237, MANGO (ROUTE);973;302;;;;;;;;;;0;0;1;1;1;237;0;MANGO (ROUTE);;0,44
5;943, MONTABO (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;943;0;MONTABO (ROUTE DE) 1;;0,44
5;49, DE GAULLE (AVENUE);973;302;;;;;;;;;;0;0;1;2;1;49;0;DE GAULLE (AVENUE);;0,44
5;73, VOLTAIRE(AVENUE);973;302;;;;;;;;;;0;0;1;1;1;73;0;VOLTAIRE(AVENUE);;0,44
5;1457, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;1;0;;0;CABASSOU (ROUTE DE);;0,44
5;115, COLOMB (CHRISTOPHE);973;302;;;;;;;;;;0;0;1;2;1;115;0;ROUGET DE L ' ISLE;;0,44
5;377, MADELEINE (ROUTE DE;973;302;;;;;;;;;;0;0;1;0;1;377;0;MADELEINE (ROUTE DE LA);;0,44
5;19, BARTHELEMY (RENE);973;302;;;;;;;;;;0;0;1;0;1;19;0;BARTHELEMY (RENE);;0,44
5;36, EUGENE GOBERT;973;302;;;;;;;;;;0;0;1;1;1;36;0;EUGENE GOBERT;;0,44
5;MONTABO (ROUTE DE) 1;973;302;;;;;;;;;;0;0;1;0;0;;0;MONTABO (ROUTE DE) 1;;0,44
5;SAINT MARTIN (CHEMIN);973;302;;;;;;;;;;0;0;1;1;0;;0;PETIT LUCAS (CITE);;0,44
5;FLAMBOYANTS (RUE DES);973;302;;;;;;;;;;0;0;1;1;0;;0;MADELEINE (ROUTE DE LA);;0,44
5;21, LAFAURIE (CITE);973;302;;;;;;;;;;0;0;1;2;1;21;0;CESAIRE (CITE);;0,44
5;1057, BADUEL (ROUTE DE);973;302;;;;;;;;;;0;0;1;1;1;1057;0;BADUEL (ROUTE DE);;0,44
5;1357, MADELEINE (ROUTE D;973;302;;;;;;;;;;0;0;1;3;0;;0;TIGRE (ROUTE DU);;0,44
5;26, BRASSE (LIEUTENANT);973;302;;;;;;;;;;0;0;1;1;1;23;0;MALOUET;;0,44
5;MADELEINE (ROND POINT);973;302;;;;;;;;;;0;0;1;1;0;;0;MADELEINE (ROND POINT);;0,44
5;28, REPUBLIQUE (BD DE LA;973;302;;;;;;;;;;0;0;1;1;1;28;0;REPUBLIQUE (BD DE LA);;0,44
5;MONTABO (ROUTE DE) 1;973;302;;;;;;;;;;0;0;1;1;0;;0;PASTEUR (AVENUE LOUIS);;0,44
5;127, TIGRE (ROUTE DU);973;302;;;;;;;;;;0;0;1;1;1;127;0;TIGRE (ROUTE DU);;0,44
5;3194, ZEPHIR (ROCADE);973;302;;;;;;;;;;0;0;1;1;1;3194;0;ZEPHIR (ROCADE);;0,44
5;55, THEMIRE (CITE);973;302;;;;;;;;;;0;0;1;1;1;55;0;THEMIRE (CITE);;0,44
5;22, KET TAI (CARREFOUR);973;302;;;;;;;;;;0;0;1;1;0;;0;LIBERTE (AVENUE DE LA);;0,44
5;1918, MONTABO (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;21;0;ABOLITION DE L'ESCLAVAGE;;0,44
5;3 BIS, BADUEL (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;;0;BADUEL (ROUTE DE);;0,44
5;22, BARTHELEMY (RENE);973;2;;;;;;;;;;0;0;1;1;1;22;0;BARTHELEMY (RENE);;0,44
5;561, MANGO (ROUTE);973;2;;;;;;;;;;0;0;1;1;1;561;0;MANGO (ROUTE);;0,44
1;;973;4;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
1;;973;7;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;953, CABASSOU (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;953;0;CABASSOU (ROUTE DE);;0,44
5;338, MADELEINE (ROUTE DE;973;2;;;;;;;;;;0;0;1;1;1;338;0;MADELEINE (ROUTE DE LA);;0,44
5;17, ESTREES (AVENUE D');973;2;;;;;;;;;;0;0;1;1;1;17;0;PICHEVIN (DAVID);;0,44
1;route montjoly;973;9;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;18, BADUEL (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;18;0;BADUEL (ROUTE DE);;0,44
5;945, BADUEL (ROUTE DE);973;2;;;;;;;;;;0;0;1;0;1;945;0;BADUEL (ROUTE DE);;0,44
1;;973;7;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;225, BADUEL (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;225;0;BADUEL (ROUTE DE);;0,44
5;26, CABASSOU (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;26;0;CABASSOU (ROUTE DE);;0,44
5;BADUEL (ROND POINT DE);973;2;;;;;;;;;;0;0;1;1;2;;0;ZEPHIR (ROCADE);;0,44
5;657, MADELEINE (ROUTE DE;973;2;;;;;;;;;;0;0;1;2;1;657;0;MADELEINE (ROUTE DE LA);;0,44
5;147, CABASSOU (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;147;0;CABASSOU (ROUTE DE);;0,44
5;JUBELIN (BOULEVARD);973;2;;;;;;;;;;0;0;1;1;0;;0;JUBELIN (BOULEVARD);;0,44
5;, JADFARD (RENE);973;2;;;;;;;;;;0;0;1;1;1;25;0;BARTHELEMY (RENE);;0,44
5;24, PREVOT (ERNEST);973;2;;;;;;;;;;0;0;1;2;1;24;0;PREVOT (ERNEST);;0,44
5;1, ESTREES (AVENUE D');973;2;;;;;;;;;;0;0;1;1;1;1;0;ESTREES (AVENUE D');;0,44
5;SOURCE DE BADUEL (CHEMIN;973;2;;;;;;;;;;0;0;1;1;2;;0;SOURCE DE BADUEL (CHEMIN DE LA);;0,44
5;BADUEL (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;0;;0;BADUEL (ROUTE DE);;0,44
5;FELIX EBOUE(ROCADE);973;2;;;;;;;;;;0;0;1;1;0;;0;FELIX EBOUE(ROCADE);;0,44
5;859, BADUEL (ROND POINT;973;2;;;;;;;;;;0;0;1;1;1;859;0;BADUEL (ROND POINT DE);;0,44
5;559, MADELEINE (ROUTE DE;973;2;;;;;;;;;;0;0;1;1;1;559;0;MADELEINE (ROUTE DE LA);;0,44
5;FELIX EBOUE(ROCADE);973;2;;;;;;;;;;0;0;1;1;2;278;0;FELIX EBOUE(ROCADE);;0,44
5;1026, MADELEINE (ROUTE D;973;2;;;;;;;;;;0;0;1;1;1;1026;0;MADELEINE (ROUTE DE LA);;0,44
5;ROUTE NATIONALE I;973;2;;;;;;;;;;0;0;1;1;2;;0;ROUTE NATIONALE I;;0,44
5;1761, FELIX EBOUE (Rue);973;2;;;;;;;;;;0;0;1;1;1;1761;0;BOUDINOT (AUGUSTE) CITE THEMIRE;;0,44
5;08, LAFAURIE (CITE);973;2;;;;;;;;;;0;0;1;1;1;8;0;LAFAURIE (CITE);;0,44
5;574, RABAN (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;0;;0;TAMARINIERS (CITE);;0,44
5;39, DIGUE RONJON;973;2;;;;;;;;;;0;0;1;1;1;39;0;DIGUE RONJON;;0,44
5;ARAGO (FRANCOIS);973;2;;;;;;;;;;0;0;1;1;0;;0;GOINET (LIEUTENANT);;0,44
1;;973;4;G;0;0;;;;;;;0;0;1;0;;;;;;0,44
1;Avenue Vermont Polycarpe;973;4;G;0;0;;;;;;;0;0;1;1;;;;;;0,44
5;544, BADUEL (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;544;0;BADUEL (ROUTE DE);;0,44
5;EBOUE (ROCADE FELIX);973;2;;;;;;;;;;0;0;1;1;2;120;0;EBOUE (ROCADE FELIX);;0,44
5;SUZINI (CARREFOUR);973;2;;;;;;;;;;0;0;1;1;0;;0;BADUEL (ROUTE DE);;0,44
5;17, MADELEINE (ROUTE DE;973;2;;;;;;;;;;0;0;1;1;1;17;0;MADELEINE (ROUTE DE LA);;0,44
5;1611, RABAN (ROUTE DE);973;2;;;;;;;;;;0;0;1;1;1;1611;0;RABAN (ROUTE DE);;0,44
5;33, JUBELIN (BOULEVARD);973;2;;;;;;;;;;0;0;1;1;1;33;0;JUBELIN (BOULEVARD);;0,44
5;27, DE GAULLE (AVENUE);973;2;;;;;;;;;;0;0;1;1;1;27;0;DE GAULLE (AVENUE);;0,44
