code_commune;libelle_commune;institution;id_service;service;code_postal;codes_postaux
"40191";"Montaut";"GN";"1004255";"Gendarmerie - Brigade de Saint-Sever";"40500";"40500"
"40192";"Mont-de-Marsan";"PN";"";"Commissariat de police de Mont de Marsan";"40000";"40000"
"40193";"Montégut";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40190";"40190"
"40194";"Montfort-en-Chalosse";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40380";"40380"
"40195";"Montgaillard";"GN";"1004250";"Gendarmerie - Brigade de Grenade-sur-l'Adour";"40500";"40500"
"40196";"Montsoué";"GN";"1004255";"Gendarmerie - Brigade de Saint-Sever";"40500";"40500"
"40197";"Morcenx-la-Nouvelle";"GN";"1004300";"Gendarmerie - Brigade de Morcenx-la-Nouvelle";"40110";"40110"
"40198";"Morganx";"GN";"1004256";"Gendarmerie - Brigade d'Hagetmau";"40700";"40700"
"40199";"Mouscardès";"GN";"1004277";"Gendarmerie - Brigade de Pouillon";"40290";"40290"
"40200";"Moustey";"GN";"1004304";"Gendarmerie - Brigade de Pissos";"40410";"40410"
"40201";"Mugron";"GN";"1004274";"Gendarmerie - Brigade de Mugron";"40250";"40250"
"40202";"Narrosse";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40203";"Nassiet";"GN";"1004273";"Gendarmerie - Brigade d'Amou";"40330";"40330"
"40204";"Nerbis";"GN";"1004274";"Gendarmerie - Brigade de Mugron";"40250";"40250"
"40205";"Nousse";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40380";"40380"
"40206";"Oeyregave";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40207";"Oeyreluy";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40208";"Onard";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40380";"40380"
"40209";"Ondres";"GN";"1004282";"Gendarmerie - Brigade de Tarnos";"40440";"40440"
"40210";"Onesse-Laharie";"GN";"1004300";"Gendarmerie - Brigade de Morcenx-la-Nouvelle";"40110";"40110"
"40211";"Orist";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40212";"Orthevielle";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40213";"Orx";"GN";"1004289";"Gendarmerie - Brigade de Capbreton";"40230";"40230"
"40214";"Ossages";"GN";"1004277";"Gendarmerie - Brigade de Pouillon";"40290";"40290"
"40215";"Ousse-Suzan";"GN";"1004300";"Gendarmerie - Brigade de Morcenx-la-Nouvelle";"40110";"40110"
"40216";"Ozourt";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40380";"40380"
"40217";"Parentis-en-Born";"GN";"1004298";"Gendarmerie - Brigade de Parentis-en-Born";"40160";"40160"
"40218";"Parleboscq";"GN";"1004259";"Gendarmerie - Brigade de Gabarret";"40310";"40310"
"40219";"Payros-Cazautets";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40220";"Pécorade";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40221";"Perquie";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40190";"40190"
"40222";"Pey";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40223";"Peyre";"GN";"1004256";"Gendarmerie - Brigade d'Hagetmau";"40700";"40700"
"40224";"Peyrehorade";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40225";"Philondenx";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40226";"Pimbo";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40227";"Pissos";"GN";"1004304";"Gendarmerie - Brigade de Pissos";"40410";"40410"
"40228";"Pomarez";"GN";"1004273";"Gendarmerie - Brigade d'Amou";"40360";"40360"
"40229";"Pontenx-les-Forges";"GN";"1004306";"Gendarmerie - Brigade de Mimizan";"40200";"40200"
"40230";"Pontonx-sur-l'Adour";"GN";"1004286";"Gendarmerie - Brigade de Pontonx-sur-l'Adour";"40465";"40465"
"40231";"Port-de-Lanne";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40232";"Poudenx";"GN";"1004256";"Gendarmerie - Brigade d'Hagetmau";"40700";"40700"
"40233";"Pouillon";"GN";"1004277";"Gendarmerie - Brigade de Pouillon";"40350";"40350"
"40234";"Pouydesseaux";"GN";"1004252";"Gendarmerie - Brigade de Roquefort";"40120";"40120"
"40235";"Poyanne";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40380";"40380"
"40236";"Poyartin";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40380";"40380"
"40237";"Préchacq-les-Bains";"GN";"1004286";"Gendarmerie - Brigade de Pontonx-sur-l'Adour";"40465";"40465"
"40238";"Pujo-le-Plan";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40190";"40190"
"40239";"Puyol-Cazalet";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40240";"Renung";"GN";"1004248";"Gendarmerie - Brigade d'Aire-sur-l'Adour";"40270";"40270"
"40242";"Rimbez-et-Baudiets";"GN";"1004259";"Gendarmerie - Brigade de Gabarret";"40310";"40310"
"40243";"Rion-des-Landes";"GN";"1004287";"Gendarmerie - Brigade de Rion-des-Landes";"40370";"40370"
"40244";"Rivière-Saas-et-Gourby";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40245";"Roquefort";"GN";"1004252";"Gendarmerie - Brigade de Roquefort";"40120";"40120"
"40246";"Sabres";"GN";"1004304";"Gendarmerie - Brigade de Pissos";"40630";"40630"
"40247";"Saint-Agnet";"GN";"1004248";"Gendarmerie - Brigade d'Aire-sur-l'Adour";"40800";"40800"
"40248";"Saint-André-de-Seignanx";"GN";"1004283";"Gendarmerie - Brigade de Saint-Martin-de-Seignanx";"40390";"40390"
"40249";"Saint-Aubin";"GN";"1004274";"Gendarmerie - Brigade de Mugron";"40250";"40250"
"40250";"Saint-Avit";"GN";"1004252";"Gendarmerie - Brigade de Roquefort";"40090";"40090"
"40251";"Saint-Barthélemy";"GN";"1004283";"Gendarmerie - Brigade de Saint-Martin-de-Seignanx";"40390";"40390"
"40252";"Sainte-Colombe";"GN";"1004256";"Gendarmerie - Brigade d'Hagetmau";"40700";"40700"
"40253";"Saint-Cricq-Chalosse";"GN";"1004256";"Gendarmerie - Brigade d'Hagetmau";"40700";"40700"
"40254";"Saint-Cricq-du-Gave";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40255";"Saint-Cricq-Villeneuve";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40190";"40190"
"40256";"Saint-Étienne-d'Orthe";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40257";"Sainte-Eulalie-en-Born";"GN";"1004306";"Gendarmerie - Brigade de Mimizan";"40200";"40200"
"40258";"Sainte-Foy";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40190";"40190"
"40259";"Saint-Gein";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40190";"40190"
"40260";"Saint-Geours-d'Auribat";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40380";"40380"
"40261";"Saint-Geours-de-Maremne";"GN";"1004280";"Gendarmerie - Brigade de Saint-Vincent-de-Tyrosse";"40230";"40230"
"40262";"Saint-Gor";"GN";"1004252";"Gendarmerie - Brigade de Roquefort";"40120";"40120"
"40263";"Saint-Jean-de-Lier";"GN";"1004286";"Gendarmerie - Brigade de Pontonx-sur-l'Adour";"40380";"40380"
"40264";"Saint-Jean-de-Marsacq";"GN";"1004280";"Gendarmerie - Brigade de Saint-Vincent-de-Tyrosse";"40230";"40230"
"40265";"Saint-Julien-d'Armagnac";"GN";"1004259";"Gendarmerie - Brigade de Gabarret";"40240";"40240"
"40266";"Saint-Julien-en-Born";"GN";"1004268";"Gendarmerie - Brigade de Lit-et-Mixe";"40170";"40170"
"40267";"Saint-Justin";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40240";"40240"
"40268";"Saint-Laurent-de-Gosse";"GN";"1004283";"Gendarmerie - Brigade de Saint-Martin-de-Seignanx";"40390";"40390"
"40269";"Saint-Lon-les-Mines";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40270";"Saint-Loubouer";"GN";"1004248";"Gendarmerie - Brigade d'Aire-sur-l'Adour";"40320";"40320"
"40271";"Sainte-Marie-de-Gosse";"GN";"1004283";"Gendarmerie - Brigade de Saint-Martin-de-Seignanx";"40390";"40390"
"40272";"Saint-Martin-de-Hinx";"GN";"1004283";"Gendarmerie - Brigade de Saint-Martin-de-Seignanx";"40390";"40390"
"40273";"Saint-Martin-de-Seignanx";"GN";"1004283";"Gendarmerie - Brigade de Saint-Martin-de-Seignanx";"40390";"40390"
"40274";"Saint-Martin-d'Oney";"GN";"1004253";"Gendarmerie - Brigade de Brocas";"40090";"40090"
"40275";"Saint-Maurice-sur-Adour";"GN";"1004250";"Gendarmerie - Brigade de Grenade-sur-l'Adour";"40270";"40270"
"40276";"Saint-Michel-Escalus";"GN";"1004267";"Gendarmerie - Brigade de Castets";"40550";"40550"
"40277";"Saint-Pandelon";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40278";"Saint-Paul-en-Born";"GN";"1004306";"Gendarmerie - Brigade de Mimizan";"40200";"40200"
"40279";"Saint-Paul-lès-Dax";"PN";"";"Commissariat de police de Dax";"40990";"40990"
"40280";"Saint-Perdon";"GN";"1004255";"Gendarmerie - Brigade de Saint-Sever";"40090";"40090"
"40281";"Saint-Pierre-du-Mont";"PN";"";"Commissariat de police de Mont de Marsan";"40280";"40280"
"40282";"Saint-Sever";"GN";"1004255";"Gendarmerie - Brigade de Saint-Sever";"40500";"40500"
"40283";"Saint-Vincent-de-Paul";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40990";"40990"
"40284";"Saint-Vincent-de-Tyrosse";"GN";"1004280";"Gendarmerie - Brigade de Saint-Vincent-de-Tyrosse";"40230";"40230"
"40285";"Saint-Yaguen";"GN";"1004285";"Gendarmerie - Brigade de Tartas";"40400";"40400"
"40286";"Samadet";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40287";"Sanguinet";"GN";"1004297";"Gendarmerie - Brigade de Biscarrosse";"40460";"40460"
"40288";"Sarbazan";"GN";"1004252";"Gendarmerie - Brigade de Roquefort";"40120";"40120"
"40289";"Sarraziet";"GN";"1004255";"Gendarmerie - Brigade de Saint-Sever";"40500";"40500"
"40290";"Sarron";"GN";"1004248";"Gendarmerie - Brigade d'Aire-sur-l'Adour";"40800";"40800"
"40291";"Saubion";"GN";"1004280";"Gendarmerie - Brigade de Saint-Vincent-de-Tyrosse";"40230";"40230"
"40292";"Saubrigues";"GN";"1004280";"Gendarmerie - Brigade de Saint-Vincent-de-Tyrosse";"40230";"40230"
"40293";"Saubusse";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40294";"Saugnac-et-Cambran";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40295";"Saugnacq-et-Muret";"GN";"1004304";"Gendarmerie - Brigade de Pissos";"40410";"40410"
"40296";"Seignosse";"GN";"1004290";"Gendarmerie - Brigade de Seignosse";"40510";"40510"
"40297";"Le Sen";"GN";"1004253";"Gendarmerie - Brigade de Brocas";"40420";"40420"
"40298";"Serres-Gaston";"GN";"1004256";"Gendarmerie - Brigade d'Hagetmau";"40700";"40700"
"40299";"Serreslous-et-Arribans";"GN";"1004256";"Gendarmerie - Brigade d'Hagetmau";"40700";"40700"
"40300";"Seyresse";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40301";"Siest";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40303";"Solférino";"GN";"1004301";"Gendarmerie - Brigade de Labouheyre";"40210";"40210"
"40304";"Soorts-Hossegor";"GN";"1004290";"Gendarmerie - Brigade de Seignosse";"40150";"40150"
"40305";"Sorbets";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40306";"Sorde-l'Abbaye";"GN";"1004276";"Gendarmerie - Brigade de Peyrehorade";"40300";"40300"
"40307";"Sore";"GN";"1004303";"Gendarmerie - Brigade de Sore";"40430";"40430"
"40308";"Sort-en-Chalosse";"GN";"1004272";"Gendarmerie - Brigade de Montfort-en-Chalosse";"40180";"40180"
"40309";"Souprosse";"GN";"1004285";"Gendarmerie - Brigade de Tartas";"40250";"40250"
"40310";"Soustons";"GN";"1004279";"Gendarmerie - Brigade de Soustons";"40140";"40140"
"40311";"Taller";"GN";"1004267";"Gendarmerie - Brigade de Castets";"40260";"40260"
"40312";"Tarnos";"GN";"1004282";"Gendarmerie - Brigade de Tarnos";"40220";"40220"
"40313";"Tartas";"GN";"1004285";"Gendarmerie - Brigade de Tartas";"40400";"40400"
"40314";"Tercis-les-Bains";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"40315";"Téthieu";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40990";"40990"
"40316";"Tilh";"GN";"1004277";"Gendarmerie - Brigade de Pouillon";"40360";"40360"
"40317";"Tosse";"GN";"1004280";"Gendarmerie - Brigade de Saint-Vincent-de-Tyrosse";"40230";"40230"
"40318";"Toulouzette";"GN";"1004274";"Gendarmerie - Brigade de Mugron";"40250";"40250"
"40319";"Trensacq";"GN";"1004304";"Gendarmerie - Brigade de Pissos";"40630";"40630"
"40320";"Uchacq-et-Parentis";"GN";"1004253";"Gendarmerie - Brigade de Brocas";"40090";"40090"
"40321";"Urgons";"GN";"1004249";"Gendarmerie - Brigade de Geaune";"40320";"40320"
"40322";"Uza";"GN";"1004268";"Gendarmerie - Brigade de Lit-et-Mixe";"40170";"40170"
"40323";"Vert";"GN";"1004253";"Gendarmerie - Brigade de Brocas";"40420";"40420"
"40324";"Vicq-d'Auribat";"GN";"1004286";"Gendarmerie - Brigade de Pontonx-sur-l'Adour";"40380";"40380"
"40325";"Vielle-Tursan";"GN";"1004248";"Gendarmerie - Brigade d'Aire-sur-l'Adour";"40320";"40320"
"40326";"Vielle-Saint-Girons";"GN";"1004267";"Gendarmerie - Brigade de Castets";"40560";"40560"
"40327";"Vielle-Soubiran";"GN";"1004259";"Gendarmerie - Brigade de Gabarret";"40240";"40240"
"40328";"Vieux-Boucau-les-Bains";"GN";"1004279";"Gendarmerie - Brigade de Soustons";"40480";"40480"
"40329";"Le Vignau";"GN";"1004250";"Gendarmerie - Brigade de Grenade-sur-l'Adour";"40270";"40270"
"40330";"Villenave";"GN";"1004287";"Gendarmerie - Brigade de Rion-des-Landes";"40110";"40110"
"40331";"Villeneuve-de-Marsan";"GN";"1004258";"Gendarmerie - Brigade de Villeneuve-de-Marsan";"40190";"40190"
"40332";"Ychoux";"GN";"1004298";"Gendarmerie - Brigade de Parentis-en-Born";"40160";"40160"
"40333";"Ygos-Saint-Saturnin";"GN";"1004300";"Gendarmerie - Brigade de Morcenx-la-Nouvelle";"40110";"40110"
"40334";"Yzosse";"GN";"1004265";"Gendarmerie - Brigade de Dax";"40180";"40180"
"41001";"Ambloy";"GN";"1008304";"Gendarmerie - Brigade de Saint-Amand-Longpré";"41310";"41310"
"41002";"Angé";"GN";"1008287";"Gendarmerie - Brigade de Montrichard-Val-de-Cher";"41400";"41400"
"41003";"Areines";"PN";"";"Commissariat de police de Vendôme";"41100";"41100"
"41004";"Artins";"GN";"1008302";"Gendarmerie - Brigade de Montoire-sur-le-Loir";"41800";"41800"
"41006";"Autainville";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41240";"41240"
"41007";"Authon";"GN";"1008304";"Gendarmerie - Brigade de Saint-Amand-Longpré";"41310";"41310"
"41008";"Avaray";"GN";"1008273";"Gendarmerie - Brigade de Mer";"41500";"41500"
"41009";"Averdon";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41330";"41330"
"41010";"Azé";"GN";"1008302";"Gendarmerie - Brigade de Montoire-sur-le-Loir";"41100";"41100"
"41012";"Baillou";"GN";"1008308";"Gendarmerie - Brigade de Mondoubleau";"41170";"41170"
"41013";"Bauzy";"GN";"1008276";"Gendarmerie - Brigade de Bracieux";"41250";"41250"
"41014";"Beauchêne";"GN";"1008308";"Gendarmerie - Brigade de Mondoubleau";"41170";"41170"
"41016";"Billy";"GN";"1008295";"Gendarmerie - Brigade de Selles-sur-Cher";"41130";"41130"
"41017";"Binas";"GN";"1008311";"Gendarmerie - Brigade de Beauce-la-Romaine";"41240";"41240"
"41018";"Blois";"PN";"";"Commissariat de police de Blois";"41000";"41000"
"41019";"Boisseau";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41290";"41290"
"41020";"Bonneveau";"GN";"1008303";"Gendarmerie - Brigade de Savigny-sur-Braye";"41800";"41800"
"41022";"Bouffry";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41024";"Boursay";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41025";"Bracieux";"GN";"1008276";"Gendarmerie - Brigade de Bracieux";"41250";"41250"
"41026";"Brévainville";"GN";"1008306";"Gendarmerie - Brigade de Pezou";"41160";"41160"
"41027";"Briou";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41370";"41370"
"41028";"Busloup";"GN";"1008306";"Gendarmerie - Brigade de Pezou";"41160";"41160"
"41029";"Candé-sur-Beuvron";"GN";"1008278";"Gendarmerie - Brigade de Veuzain-sur-Loire";"41120";"41120"
"41030";"Cellé";"GN";"1008303";"Gendarmerie - Brigade de Savigny-sur-Braye";"41360";"41360"
"41031";"Cellettes";"GN";"1008275";"Gendarmerie - Brigade de Cour-Cheverny";"41120";"41120"
"41032";"Chailles";"GN";"1008275";"Gendarmerie - Brigade de Cour-Cheverny";"41120";"41120"
"41034";"Chambord";"GN";"1008276";"Gendarmerie - Brigade de Bracieux";"41250";"41250"
"41035";"Champigny-en-Beauce";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41330";"41330"
"41036";"Chaon";"GN";"1008291";"Gendarmerie - Brigade de Lamotte-Beuvron";"41600";"41600"
"41037";"La Chapelle-Enchérie";"GN";"1008312";"Gendarmerie - Brigade de Selommes";"41290";"41290"
"41038";"La Chapelle-Montmartin";"GN";"1008296";"Gendarmerie - Brigade de Mennetou-sur-Cher";"41320";"41320"
"41039";"La Chapelle-Saint-Martin-en-Plaine";"GN";"1008273";"Gendarmerie - Brigade de Mer";"41500";"41500"
"41040";"La Chapelle-Vendômoise";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41330";"41330"
"41041";"La Chapelle-Vicomtesse";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41042";"Châteauvieux";"GN";"1008288";"Gendarmerie - Brigade de Saint-Aignan";"41110";"41110"
"41043";"Châtillon-sur-Cher";"GN";"1008288";"Gendarmerie - Brigade de Saint-Aignan";"41130";"41130"
"41044";"Châtres-sur-Cher";"GN";"1008296";"Gendarmerie - Brigade de Mennetou-sur-Cher";"41320";"41320"
"41045";"Chaumont-sur-Loire";"GN";"1008278";"Gendarmerie - Brigade de Veuzain-sur-Loire";"41150";"41150"
"41046";"Chaumont-sur-Tharonne";"GN";"1008291";"Gendarmerie - Brigade de Lamotte-Beuvron";"41600";"41600"
"41047";"La Chaussée-Saint-Victor";"PN";"";"Commissariat de police de Blois";"41260";"41260"
"41048";"Chauvigny-du-Perche";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41049";"Chémery";"GN";"1008289";"Gendarmerie - Brigade du Controis-en-Sologne";"41700";"41700"
"41050";"Cheverny";"GN";"1008275";"Gendarmerie - Brigade de Cour-Cheverny";"41700";"41700"
"41051";"Chissay-en-Touraine";"GN";"1008287";"Gendarmerie - Brigade de Montrichard-Val-de-Cher";"41400";"41400"
"41052";"Chitenay";"GN";"1008275";"Gendarmerie - Brigade de Cour-Cheverny";"41120";"41120"
"41053";"Choue";"GN";"1008308";"Gendarmerie - Brigade de Mondoubleau";"41170";"41170"
"41054";"Choussy";"GN";"1008289";"Gendarmerie - Brigade du Controis-en-Sologne";"41700";"41700"
"41055";"Valloire-sur-Cisse";"GN";"1008278";"Gendarmerie - Brigade de Veuzain-sur-Loire";"41150";"41150"
"41057";"Conan";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41290";"41290"
"41058";"Concriers";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41370";"41370"
"41059";"Le Controis-en-Sologne";"GN";"1008289";"Gendarmerie - Brigade du Controis-en-Sologne";"41120";"41120-41400-41700"
"41060";"Cormenon";"GN";"1008308";"Gendarmerie - Brigade de Mondoubleau";"41170";"41170"
"41061";"Cormeray";"GN";"1008275";"Gendarmerie - Brigade de Cour-Cheverny";"41120";"41120"
"41062";"Couddes";"GN";"1008289";"Gendarmerie - Brigade du Controis-en-Sologne";"41700";"41700"
"41063";"Couffy";"GN";"1008288";"Gendarmerie - Brigade de Saint-Aignan";"41110";"41110"
"41065";"Coulommiers-la-Tour";"GN";"1008312";"Gendarmerie - Brigade de Selommes";"41100";"41100"
"41066";"Courbouzon";"GN";"1008273";"Gendarmerie - Brigade de Mer";"41500";"41500"
"41067";"Cour-Cheverny";"GN";"1008275";"Gendarmerie - Brigade de Cour-Cheverny";"41700";"41700"
"41068";"Courmemin";"GN";"1008285";"Gendarmerie - Brigade de Romorantin-Lanthenay";"41230";"41230"
"41069";"Cour-sur-Loire";"GN";"1008273";"Gendarmerie - Brigade de Mer";"41500";"41500"
"41070";"Vallée-de-Ronsard";"GN";"1008302";"Gendarmerie - Brigade de Montoire-sur-le-Loir";"41800";"41800"
"41071";"Crouy-sur-Cosson";"GN";"1008273";"Gendarmerie - Brigade de Mer";"41220";"41220"
"41072";"Crucheray";"GN";"1008312";"Gendarmerie - Brigade de Selommes";"41100";"41100"
"41073";"Danzé";"GN";"1008306";"Gendarmerie - Brigade de Pezou";"41160";"41160"
"41074";"Dhuizon";"GN";"1008292";"Gendarmerie - Brigade de Neung-sur-Beuvron";"41220";"41220"
"41075";"Droué";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41077";"Épiais";"GN";"1008312";"Gendarmerie - Brigade de Selommes";"41290";"41290"
"41078";"Épuisay";"GN";"1008303";"Gendarmerie - Brigade de Savigny-sur-Braye";"41360";"41360"
"41079";"Les Essarts";"GN";"1008302";"Gendarmerie - Brigade de Montoire-sur-le-Loir";"41800";"41800"
"41080";"Faverolles-sur-Cher";"GN";"1008287";"Gendarmerie - Brigade de Montrichard-Val-de-Cher";"41400";"41400"
"41081";"Faye";"GN";"1008312";"Gendarmerie - Brigade de Selommes";"41100";"41100"
"41083";"La Ferté-Beauharnais";"GN";"1008292";"Gendarmerie - Brigade de Neung-sur-Beuvron";"41210";"41210"
"41084";"La Ferté-Imbault";"GN";"1008293";"Gendarmerie - Brigade de Salbris";"41300";"41300"
"41085";"La Ferté-Saint-Cyr";"GN";"1008273";"Gendarmerie - Brigade de Mer";"41220";"41220"
"41086";"Fontaines-en-Sologne";"GN";"1008276";"Gendarmerie - Brigade de Bracieux";"41250";"41250"
"41087";"Fontaine-les-Coteaux";"GN";"1008303";"Gendarmerie - Brigade de Savigny-sur-Braye";"41800";"41800"
"41088";"Fontaine-Raoul";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41089";"La Fontenelle";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41090";"Fortan";"GN";"1008303";"Gendarmerie - Brigade de Savigny-sur-Braye";"41360";"41360"
"41091";"Fossé";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41330";"41330"
"41093";"Françay";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41190";"41190"
"41094";"Fresnes";"GN";"1008289";"Gendarmerie - Brigade du Controis-en-Sologne";"41700";"41700"
"41095";"Fréteval";"GN";"1008306";"Gendarmerie - Brigade de Pezou";"41160";"41160"
"41096";"Le Gault-du-Perche";"GN";"1008307";"Gendarmerie - Brigade de Droué";"41270";"41270"
"41097";"Gièvres";"GN";"1008295";"Gendarmerie - Brigade de Selles-sur-Cher";"41130";"41130"
"41098";"Gombergean";"GN";"1008304";"Gendarmerie - Brigade de Saint-Amand-Longpré";"41310";"41310"
"41099";"Gy-en-Sologne";"GN";"1008295";"Gendarmerie - Brigade de Selles-sur-Cher";"41230";"41230"
"41100";"Les Hayes";"GN";"1008302";"Gendarmerie - Brigade de Montoire-sur-le-Loir";"41800";"41800"
"41101";"Herbault";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41190";"41190"
"41102";"Houssay";"GN";"1008302";"Gendarmerie - Brigade de Montoire-sur-le-Loir";"41800";"41800"
"41103";"Huisseau-en-Beauce";"GN";"1008304";"Gendarmerie - Brigade de Saint-Amand-Longpré";"41310";"41310"
"41104";"Huisseau-sur-Cosson";"GN";"1008276";"Gendarmerie - Brigade de Bracieux";"41350";"41350"
"41105";"Josnes";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41370";"41370"
"41106";"Lamotte-Beuvron";"GN";"1008291";"Gendarmerie - Brigade de Lamotte-Beuvron";"41600";"41600"
"41107";"Lancé";"GN";"1008304";"Gendarmerie - Brigade de Saint-Amand-Longpré";"41310";"41310"
"41108";"Lancôme";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41190";"41190"
"41109";"Landes-le-Gaulois";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41190";"41190"
"41110";"Langon-sur-Cher";"GN";"1008296";"Gendarmerie - Brigade de Mennetou-sur-Cher";"41320";"41320"
"41112";"Lassay-sur-Croisne";"GN";"1008295";"Gendarmerie - Brigade de Selles-sur-Cher";"41230";"41230"
"41113";"Lavardin";"GN";"1008302";"Gendarmerie - Brigade de Montoire-sur-le-Loir";"41800";"41800"
"41114";"Lestiou";"GN";"1008273";"Gendarmerie - Brigade de Mer";"41500";"41500"
"41115";"Lignières";"GN";"1008306";"Gendarmerie - Brigade de Pezou";"41160";"41160"
"41116";"Lisle";"GN";"1008306";"Gendarmerie - Brigade de Pezou";"41100";"41100"
"41118";"Loreux";"GN";"1008285";"Gendarmerie - Brigade de Romorantin-Lanthenay";"41200";"41200"
"41119";"Lorges";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41370";"41370"
"41120";"Lunay";"GN";"1008303";"Gendarmerie - Brigade de Savigny-sur-Braye";"41360";"41360"
"41121";"La Madeleine-Villefrouin";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41370";"41370"
"41122";"Maray";"GN";"1008296";"Gendarmerie - Brigade de Mennetou-sur-Cher";"41320";"41320"
"41123";"Marchenoir";"GN";"1008310";"Gendarmerie - Brigade de Marchenoir";"41370";"41370"
"41124";"Marcilly-en-Beauce";"GN";"1008304";"Gendarmerie - Brigade de Saint-Amand-Longpré";"41100";"41100"
"41125";"Marcilly-en-Gault";"GN";"1008292";"Gendarmerie - Brigade de Neung-sur-Beuvron";"41210";"41210"
"41126";"Mareuil-sur-Cher";"GN";"1008288";"Gendarmerie - Brigade de Saint-Aignan";"41110";"41110"
"41127";"La Marolle-en-Sologne";"GN";"1008292";"Gendarmerie - Brigade de Neung-sur-Beuvron";"41210";"41210"
"41128";"Marolles";"GN";"1008279";"Gendarmerie - Brigade d'Herbault";"41330";"41330"
