code_commune;libelle_commune;institution;id_service;service;code_postal;codes_postaux
"14093";"Branville";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14096";"Brémoy";"GN";"1007058";"Gendarmerie - Brigade des Monts-d'Aunay";"14260";"14260"
"14097";"Bretteville-le-Rabet";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14190";"14190"
"14098";"Thue et Mue";"GN";"1006993";"Gendarmerie - Brigade de Thue-et-Mue";"14740";"14210-14250-14740"
"14100";"Bretteville-sur-Laize";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14680";"14680"
"14101";"Bretteville-sur-Odon";"PN";"";"Commissariat de police de Caen";"14760";"14760"
"14102";"Le Breuil-en-Auge";"GN";"1007022";"Gendarmerie - Brigade de Blangy-le-Château";"14130";"14130"
"14103";"Le Breuil-en-Bessin";"GN";"1007010";"Gendarmerie - Brigade de Balleroy-sur-Drôme";"14330";"14330"
"14104";"Le Brévedent";"GN";"1007022";"Gendarmerie - Brigade de Blangy-le-Château";"14130";"14130"
"14106";"Bréville-les-Monts";"GN";"1006994";"Gendarmerie - Brigade de Saline";"14860";"14860"
"14107";"Bricqueville";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14710";"14710"
"14110";"Brucourt";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14160";"14160"
"14111";"Bucéels";"GN";"1007013";"Gendarmerie - Brigade de Tilly-sur-Seulles";"14250";"14250"
"14116";"Le Bû-sur-Rouvres";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14190";"14190"
"14117";"Cabourg";"PN";"";"Commissariat de police de Dives sur Mer";"14390";"14390"
"14118";"Caen";"PN";"";"Commissariat de police de Caen";"14000";"14000"
"14119";"Cagny";"GN";"1007035";"Gendarmerie - Brigade de Moult-Chicheboville";"14630";"14630"
"14120";"Cahagnes";"GN";"1007014";"Gendarmerie - Brigade de Caumont-sur-Aure";"14240";"14240"
"14121";"Cahagnolles";"GN";"1007010";"Gendarmerie - Brigade de Balleroy-sur-Drôme";"14490";"14490"
"14122";"La Caine";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14123";"Cairon";"GN";"1006993";"Gendarmerie - Brigade de Thue-et-Mue";"14610";"14610"
"14124";"La Cambe";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230"
"14125";"Cambes-en-Plaine";"PN";"";"Commissariat de police de Caen";"14610";"14610"
"14126";"Cambremer";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14340";"14340"
"14127";"Campagnolles";"GN";"1007056";"Gendarmerie - Brigade de Vire-Normandie";"14500";"14500"
"14130";"Campigny";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14490";"14490"
"14131";"Canapville";"GN";"1007021";"Gendarmerie - Brigade de Pont-l'Évêque";"14800";"14800"
"14132";"Canchy";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230"
"14134";"Canteloup";"GN";"1007035";"Gendarmerie - Brigade de Moult-Chicheboville";"14370";"14370"
"14135";"Carcagny";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14740";"14740"
"14136";"Cardonville";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230"
"14137";"Carpiquet";"PN";"";"Commissariat de police de Caen";"14650";"14650"
"14138";"Cartigny-l'Épinay";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14330";"14330"
"14140";"Castillon";"GN";"1007010";"Gendarmerie - Brigade de Balleroy-sur-Drôme";"14490";"14490"
"14141";"Castillon-en-Auge";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14140";"14140"
"14143";"Caumont-sur-Aure";"GN";"1007014";"Gendarmerie - Brigade de Caumont-sur-Aure";"14240";"14240"
"14145";"Cauvicourt";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14190";"14190"
"14146";"Cauville";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14770";"14770"
"14147";"Cernay";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14290";"14290"
"14149";"Cesny-aux-Vignes";"GN";"1007035";"Gendarmerie - Brigade de Moult-Chicheboville";"14270";"14270"
"14150";"Cesny-les-Sources";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14159";"Chouain";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14250";"14250"
"14160";"Cintheaux";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14680";"14680"
"14161";"Clarbec";"GN";"1007021";"Gendarmerie - Brigade de Pont-l'Évêque";"14130";"14130"
"14162";"Clécy";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14570";"14570"
"14163";"Cléville";"GN";"1007035";"Gendarmerie - Brigade de Moult-Chicheboville";"14370";"14370"
"14165";"Colleville-sur-Mer";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14710";"14710"
"14166";"Colleville-Montgomery";"GN";"1006990";"Gendarmerie - Brigade d'Ouistreham";"14880";"14880"
"14167";"Colombelles";"PN";"";"Commissariat de police de Caen";"14460";"14460"
"14168";"Colombières";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14710";"14710"
"14169";"Colombiers-sur-Seulles";"GN";"1007005";"Gendarmerie - Brigade de Creully-sur-Seulles";"14480";"14480"
"14171";"Combray";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14172";"Commes";"GN";"1007006";"Gendarmerie - Brigade de Port-en-Bessin-Huppain";"14520";"14520"
"14173";"Condé-sur-Ifs";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14270";"14270"
"14174";"Condé-en-Normandie";"GN";"1007061";"Gendarmerie - Brigade de Condé-en-Normandie";"14110";"14110-14770"
"14175";"Condé-sur-Seulles";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14400";"14400"
"14177";"Coquainvilliers";"GN";"1007022";"Gendarmerie - Brigade de Blangy-le-Château";"14130";"14130"
"14179";"Cordebugle";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14180";"Cordey";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14700";"14700"
"14181";"Cormelles-le-Royal";"PN";"";"Commissariat de police de Caen";"14123";"14123"
"14182";"Cormolain";"GN";"1007014";"Gendarmerie - Brigade de Caumont-sur-Aure";"14240";"14240"
"14183";"Cossesseville";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14690";"14690"
"14184";"Cottun";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14400";"14400"
"14190";"Courcy";"GN";"1007047";"Gendarmerie - Brigade de Saint-Pierre-en-Auge";"14170";"14170"
"14191";"Courseulles-sur-Mer";"GN";"1007004";"Gendarmerie - Brigade de Courseulles-sur-Mer";"14470";"14470"
"14193";"Courtonne-la-Meurdrac";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14194";"Courtonne-les-Deux-Églises";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14290";"14290"
"14195";"Courvaudon";"GN";"1007058";"Gendarmerie - Brigade des Monts-d'Aunay";"14260";"14260"
"14196";"Crépon";"GN";"1007004";"Gendarmerie - Brigade de Courseulles-sur-Mer";"14480";"14480"
"14197";"Cresserons";"GN";"1006988";"Gendarmerie - Brigade de Douvres-la-Délivrande";"14440";"14440"
"14198";"Cresseveuille";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14200";"Creully sur Seulles";"GN";"1007005";"Gendarmerie - Brigade de Creully-sur-Seulles";"14480";"14480"
"14202";"Cricqueboeuf";"GN";"1007023";"Gendarmerie - Brigade de Honfleur";"14113";"14113"
"14203";"Cricqueville-en-Auge";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14204";"Cricqueville-en-Bessin";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14450";"14450"
"14205";"Cristot";"GN";"1007013";"Gendarmerie - Brigade de Tilly-sur-Seulles";"14250";"14250"
"14206";"Crocy";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14620";"14620"
"14207";"Croisilles";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14209";"Crouay";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14400";"14400"
"14211";"Culey-le-Patry";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14214";"Cussy";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14400";"14400"
"14215";"Cuverville";"PN";"";"Commissariat de police de Caen";"14840";"14840"
"14216";"Damblainville";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14620";"14620"
"14218";"Danestal";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14220";"Deauville";"PN";"";"Commissariat de police de Deauville";"14800";"14800"
"14221";"Démouville";"PN";"";"Commissariat de police de Caen";"14840";"14840"
"14223";"Le Détroit";"GN";"1007038";"Gendarmerie - Brigade de Pont-d'Ouilly";"14690";"14690"
"14224";"Deux-Jumeaux";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230"
"14225";"Dives-sur-Mer";"PN";"";"Commissariat de police de Dives sur Mer";"14160";"14160"
"14226";"Donnay";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14227";"Douville-en-Auge";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14228";"Douvres-la-Délivrande";"GN";"1006988";"Gendarmerie - Brigade de Douvres-la-Délivrande";"14440";"14440"
"14229";"Dozulé";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14230";"Drubec";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14130";"14130"
"14231";"Beaufour-Druval";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14340";"14340"
"14232";"Ducy-Sainte-Marguerite";"GN";"1007013";"Gendarmerie - Brigade de Tilly-sur-Seulles";"14250";"14250"
"14236";"Ellon";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14250";"14250"
"14237";"Émiéville";"GN";"1006994";"Gendarmerie - Brigade de Saline";"14630";"14630"
"14238";"Englesqueville-en-Auge";"GN";"1007021";"Gendarmerie - Brigade de Pont-l'Évêque";"14800";"14800"
"14239";"Englesqueville-la-Percée";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14710";"14710"
"14240";"Épaney";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14170";"14170"
"14241";"Épinay-sur-Odon";"GN";"1007015";"Gendarmerie - Brigade de Villers-Bocage";"14310";"14310"
"14242";"Épron";"PN";"";"Commissariat de police de Caen";"14610";"14610"
"14243";"Équemauville";"PN";"";"Commissariat de police d'Honfleur";"14600";"14600"
"14244";"Eraines";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14700";"14700"
"14245";"Ernes";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14270";"14270"
"14246";"Escoville";"GN";"1006994";"Gendarmerie - Brigade de Saline";"14850";"14850"
"14248";"Espins";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14249";"Esquay-Notre-Dame";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14250";"Esquay-sur-Seulles";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14400";"14400"
"14251";"Esson";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14252";"Estrées-la-Campagne";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14190";"14190"
"14254";"Éterville";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14930";"14930"
"14256";"Étréham";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14400";"14400"
"14257";"Évrecy";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14258";"Falaise";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14700";"14700"
"14260";"Fauguernon";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14261";"Le Faulq";"GN";"1007022";"Gendarmerie - Brigade de Blangy-le-Château";"14130";"14130"
"14266";"Feuguerolles-Bully";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14320";"14320"
"14269";"Fierville-les-Parcs";"GN";"1007022";"Gendarmerie - Brigade de Blangy-le-Château";"14130";"14130"
"14270";"Firfol";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14271";"Fleury-sur-Orne";"PN";"";"Commissariat de police de Caen";"14123";"14123"
"14272";"La Folie";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14710";"14710"
"14273";"La Folletière-Abenon";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14290";"14290"
"14274";"Fontaine-Étoupefour";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14790";"14790"
"14275";"Fontaine-Henry";"GN";"1007005";"Gendarmerie - Brigade de Creully-sur-Seulles";"14610";"14610"
"14276";"Fontaine-le-Pin";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14190";"14190"
"14277";"Fontenay-le-Marmion";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14320";"14320"
"14278";"Fontenay-le-Pesnel";"GN";"1007013";"Gendarmerie - Brigade de Tilly-sur-Seulles";"14250";"14250"
"14280";"Formentin";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14340";"14340"
"14281";"Formigny La Bataille";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14710";"14710"
"14282";"Foulognes";"GN";"1007014";"Gendarmerie - Brigade de Caumont-sur-Aure";"14240";"14240"
"14283";"Fourches";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14620";"14620"
"14284";"Fourneaux-le-Val";"GN";"1007038";"Gendarmerie - Brigade de Pont-d'Ouilly";"14700";"14700"
"14285";"Le Fournet";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14340";"14340"
"14286";"Fourneville";"GN";"1007023";"Gendarmerie - Brigade de Honfleur";"14600";"14600"
"14287";"Frénouville";"GN";"1007035";"Gendarmerie - Brigade de Moult-Chicheboville";"14630";"14630"
"14288";"Le Fresne-Camilly";"GN";"1006993";"Gendarmerie - Brigade de Thue-et-Mue";"14480";"14480"
"14289";"Fresné-la-Mère";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14700";"14700"
"14290";"Fresney-le-Puceux";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14680";"14680"
"14291";"Fresney-le-Vieux";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14220";"14220"
"14293";"Fumichon";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14590";"14590"
"14297";"Gavrus";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14298";"Géfosse-Fontenay";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230"
"14299";"Genneville";"GN";"1007023";"Gendarmerie - Brigade de Honfleur";"14600";"14600"
"14300";"Gerrots";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14430";"14430"
"14301";"Giberville";"PN";"";"Commissariat de police de Caen";"14730";"14730"
"14302";"Glanville";"GN";"1007021";"Gendarmerie - Brigade de Pont-l'Évêque";"14950";"14950"
"14303";"Glos";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14304";"Gonneville-sur-Honfleur";"PN";"";"Commissariat de police d'Honfleur";"14600";"14600"
"14305";"Gonneville-sur-Mer";"GN";"1007025";"Gendarmerie - Brigade de Villers-sur-Mer";"14510";"14510"
"14306";"Gonneville-en-Auge";"GN";"1006994";"Gendarmerie - Brigade de Saline";"14810";"14810"
"14308";"Goustranville";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14309";"Gouvix";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14680";"14680"
"14310";"Grainville-Langannerie";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14190";"14190"
"14311";"Grainville-sur-Odon";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14312";"Grandcamp-Maisy";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14450";"14450"
"14316";"Grangues";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14160";"14160"
"14318";"Graye-sur-Mer";"GN";"1007004";"Gendarmerie - Brigade de Courseulles-sur-Mer";"14470";"14470"
"14319";"Grentheville";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14540";"14540"
"14320";"Grimbosq";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14322";"Guéron";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14400";"14400"
"14325";"Hermanville-sur-Mer";"GN";"1006990";"Gendarmerie - Brigade d'Ouistreham";"14880";"14880"
"14326";"Hermival-les-Vaux";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14327";"Hérouville-Saint-Clair";"PN";"";"Commissariat de police de Caen";"14200";"14200"
"14328";"Hérouvillette";"GN";"1006994";"Gendarmerie - Brigade de Saline";"14850";"14850"
"14329";"Heuland";"GN";"1007027";"Gendarmerie - Brigade de Dozulé";"14430";"14430"
"14332";"La Hoguette";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14700";"14700"
"14333";"Honfleur";"PN";"";"Commissariat de police d'Honfleur";"14600";"14600"
"14334";"L'Hôtellerie";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14335";"Hotot-en-Auge";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14430";"14430"
"14336";"Hottot-les-Bagues";"GN";"1007014";"Gendarmerie - Brigade de Caumont-sur-Aure";"14250";"14250"
"14337";"La Houblonnière";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14340";"14340"
"14338";"Houlgate";"PN";"";"Commissariat de police de Dives sur Mer";"14510";"14510"
"14341";"Ifs";"PN";"";"Commissariat de police de Caen";"14123";"14123"
"14342";"Isigny-sur-Mer";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230-14330"
"14343";"Les Isles-Bardel";"GN";"1007038";"Gendarmerie - Brigade de Pont-d'Ouilly";"14690";"14690"
"14344";"Janville";"GN";"1006994";"Gendarmerie - Brigade de Saline";"14670";"14670"
"14345";"Jort";"GN";"1007047";"Gendarmerie - Brigade de Saint-Pierre-en-Auge";"14170";"14170"
"14346";"Juaye-Mondaye";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14250";"14250"
"14347";"Dialan sur Chaîne";"GN";"1007058";"Gendarmerie - Brigade des Monts-d'Aunay";"14260";"14260"
"14348";"Juvigny-sur-Seulles";"GN";"1007013";"Gendarmerie - Brigade de Tilly-sur-Seulles";"14250";"14250"
"14349";"Laize-Clinchamps";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14320";"14320"
"14352";"Landelles-et-Coupigny";"GN";"1007056";"Gendarmerie - Brigade de Vire-Normandie";"14380";"14380"
"14353";"Landes-sur-Ajon";"GN";"1007015";"Gendarmerie - Brigade de Villers-Bocage";"14310";"14310"
"14354";"Langrune-sur-Mer";"GN";"1006988";"Gendarmerie - Brigade de Douvres-la-Délivrande";"14830";"14830"
"14355";"Ponts sur Seulles";"GN";"1007005";"Gendarmerie - Brigade de Creully-sur-Seulles";"14480";"14480"
"14357";"Terres de Druance";"GN";"1007061";"Gendarmerie - Brigade de Condé-en-Normandie";"14770";"14770"
"14358";"Léaupartie";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14340";"14340"
"14360";"Leffard";"GN";"1007038";"Gendarmerie - Brigade de Pont-d'Ouilly";"14700";"14700"
"14362";"Lessard-et-le-Chêne";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14140";"14140"
"14364";"Lingèvres";"GN";"1007014";"Gendarmerie - Brigade de Caumont-sur-Aure";"14250";"14250"
"14365";"Lion-sur-Mer";"GN";"1006990";"Gendarmerie - Brigade d'Ouistreham";"14780";"14780"
"14366";"Lisieux";"PN";"";"Commissariat de police de Lisieux";"14100";"14100"
"14367";"Lison";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14330";"14330"
"14368";"Lisores";"GN";"1007050";"Gendarmerie - Brigade de Livarot-Pays-d'Auge";"14140";"14140"
"14369";"Litteau";"GN";"1007010";"Gendarmerie - Brigade de Balleroy-sur-Drôme";"14490";"14490"
"14370";"Le Molay-Littry";"GN";"1007010";"Gendarmerie - Brigade de Balleroy-sur-Drôme";"14330";"14330"
"14371";"Livarot-Pays-d'Auge";"GN";"1007050";"Gendarmerie - Brigade de Livarot-Pays-d'Auge";"14140";"14140-14290"
"14374";"Les Loges";"GN";"1007014";"Gendarmerie - Brigade de Caumont-sur-Aure";"14240";"14240"
"14375";"Les Loges-Saulces";"GN";"1007038";"Gendarmerie - Brigade de Pont-d'Ouilly";"14700";"14700"
"14377";"Longues-sur-Mer";"GN";"1007006";"Gendarmerie - Brigade de Port-en-Bessin-Huppain";"14400";"14400"
"14378";"Longueville";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230"
"14379";"Longvillers";"GN";"1007058";"Gendarmerie - Brigade des Monts-d'Aunay";"14310";"14310"
"14380";"Loucelles";"GN";"1007013";"Gendarmerie - Brigade de Tilly-sur-Seulles";"14250";"14250"
"14381";"Louvagny";"GN";"1007047";"Gendarmerie - Brigade de Saint-Pierre-en-Auge";"14170";"14170"
"14383";"Louvigny";"PN";"";"Commissariat de police de Caen";"14111";"14111"
"14384";"Luc-sur-Mer";"GN";"1006988";"Gendarmerie - Brigade de Douvres-la-Délivrande";"14530";"14530"
"14385";"Magny-en-Bessin";"GN";"1007006";"Gendarmerie - Brigade de Port-en-Bessin-Huppain";"14400";"14400"
"14389";"Maisoncelles-Pelvey";"GN";"1007015";"Gendarmerie - Brigade de Villers-Bocage";"14310";"14310"
"14390";"Maisoncelles-sur-Ajon";"GN";"1007058";"Gendarmerie - Brigade des Monts-d'Aunay";"14210";"14210"
"14391";"Maisons";"GN";"1007006";"Gendarmerie - Brigade de Port-en-Bessin-Huppain";"14400";"14400"
"14393";"Maizet";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14394";"Maizières";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14190";"14190"
"14396";"Maltot";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14930";"14930"
"14397";"Mandeville-en-Bessin";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14710";"14710"
"14398";"Manerbe";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14340";"14340"
"14399";"Manneville-la-Pipard";"GN";"1007022";"Gendarmerie - Brigade de Blangy-le-Château";"14130";"14130"
"14400";"Le Manoir";"GN";"1007006";"Gendarmerie - Brigade de Port-en-Bessin-Huppain";"14400";"14400"
"14401";"Manvieux";"GN";"1007006";"Gendarmerie - Brigade de Port-en-Bessin-Huppain";"14117";"14117"
"14402";"Le Marais-la-Chapelle";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14620";"14620"
"14403";"Marolles";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14404";"Martainville";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14405";"Martigny-sur-l'Ante";"GN";"1007038";"Gendarmerie - Brigade de Pont-d'Ouilly";"14700";"14700"
"14406";"Moulins en Bessin";"GN";"1007005";"Gendarmerie - Brigade de Creully-sur-Seulles";"14480";"14480-14740"
"14407";"Mathieu";"GN";"1006990";"Gendarmerie - Brigade d'Ouistreham";"14920";"14920"
"14408";"May-sur-Orne";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14320";"14320"
"14409";"Merville-Franceville-Plage";"GN";"1006994";"Gendarmerie - Brigade de Saline";"14810";"14810"
"14410";"Méry-Bissières-en-Auge";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14370";"14370"
"14411";"Meslay";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14412";"Le Mesnil-au-Grain";"GN";"1007058";"Gendarmerie - Brigade des Monts-d'Aunay";"14260";"14260"
"14419";"Le Mesnil-Eudes";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14100";"14100"
"14421";"Le Mesnil-Guillaume";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14100";"14100"
"14424";"Le Mesnil-Robert";"GN";"1007056";"Gendarmerie - Brigade de Vire-Normandie";"14380";"14380"
"14425";"Le Mesnil-Simon";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14140";"14140"
"14426";"Le Mesnil-sur-Blangy";"GN";"1007022";"Gendarmerie - Brigade de Blangy-le-Château";"14130";"14130"
"14427";"Le Mesnil-Villement";"GN";"1007038";"Gendarmerie - Brigade de Pont-d'Ouilly";"14690";"14690"
"14430";"Meuvaines";"GN";"1007004";"Gendarmerie - Brigade de Courseulles-sur-Mer";"14960";"14960"
"14431";"Mézidon Vallée d'Auge";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14270";"14140-14270-14340-14370"
"14435";"Les Monceaux";"GN";"1007046";"Gendarmerie - Brigade de Mézidon-Vallée-d'Auge";"14100";"14100"
"14436";"Monceaux-en-Bessin";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14400";"14400"
"14437";"Mondeville";"PN";"";"Commissariat de police de Caen";"14120";"14120"
"14438";"Mondrainville";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14439";"Monfréville";"GN";"1007009";"Gendarmerie - Brigade d'Isigny-sur-Mer";"14230";"14230"
"14445";"Montfiquet";"GN";"1007010";"Gendarmerie - Brigade de Balleroy-sur-Drôme";"14490";"14490"
"14446";"Montigny";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14210";"14210"
"14448";"Montreuil-en-Auge";"GN";"1007026";"Gendarmerie - Brigade de Cambremer";"14340";"14340"
"14449";"Monts-en-Bessin";"GN";"1007015";"Gendarmerie - Brigade de Villers-Bocage";"14310";"14310"
"14452";"Morteaux-Couliboeuf";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14620";"14620"
"14453";"Mosles";"GN";"1007011";"Gendarmerie - Brigade de Trévières";"14400";"14400"
"14454";"Mouen";"GN";"1006992";"Gendarmerie - Brigade d'Évrecy";"14790";"14790"
"14455";"Moulines";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14220";"14220"
"14456";"Moult-Chicheboville";"GN";"1007035";"Gendarmerie - Brigade de Moult-Chicheboville";"14370";"14370"
"14457";"Les Moutiers-en-Auge";"GN";"1007033";"Gendarmerie - Brigade de Falaise";"14620";"14620"
"14458";"Les Moutiers-en-Cinglais";"GN";"1007039";"Gendarmerie - Brigade du Hom";"14220";"14220"
"14460";"Moyaux";"GN";"1007049";"Gendarmerie - Brigade d'Orbec";"14590";"14590"
"14461";"Mutrécy";"GN";"1007036";"Gendarmerie - Brigade de Bretteville-sur-Laize";"14220";"14220"
"14465";"Nonant";"GN";"1007001";"Gendarmerie - Brigade de Bayeux";"14400";"14400"
