dateReferentiel	route	longueur	prD	depPrD	concessionPrD	absD	xD	yD	zD	prF	depPrF	concessionPrF	absF	cumulF	xF	yF	zF	anneeMesureTrafic	typeComptageTrafic	TMJA	RatioPL
2015-01-01	A0050	1085	0	83	N	0	935873,68	6229511,02	0	68	83	N	700	59241	936885,85	6229577,85	0	2015	Permanent horaire	0	
2015-01-01	A0050	701	68	83	N	700	936885,85	6229577,85	0	69	83	N	449	59942	937593,55	6229710	0	2015	Permanent horaire	0	
2015-01-01	A0050	3419	69	83	N	449	937593,55	6229710	0	72	83	N	868	63361	940652,09	6229254,2	0				
2015-01-01	A0051	968	0	13	N	0	890563,42	6257972,76	0	1	13	N	80	968	890992,89	6258837,21	0	2015	Permanent horaire	71352	
2015-01-01	A0051	1851	1	13	N	80	890992,89	6258837,21	0	2	13	N	925	2819	891665,45	6260483,19	0	2015	Permanent horaire	117628	
2015-01-01	A0051	2120	2	13	N	925	891665,45	6260483,19	0	5	13	N	35	4939	893343,92	6261697,01	0	2015	Permanent horaire	116174	
2015-01-01	A0051	5099	5	13	N	35	893343,92	6261697,01	0	10	13	N	135	10038	894854,37	6266254,34	0	2015	Permanent horaire	54841	
2015-01-01	A0051	3177	10	13	N	135	894854,37	6266254,34	0	13	13	N	325	13215	894706,42	6269413,03	0	2015	Permanent horaire	0	
2015-01-01	A0051	1393	13	13	N	325	894706,42	6269413,03	0	14	13	N	720	14608	895200,63	6270669,19	0	2015	Temporaire journalier	0	
2015-01-01	A0051	1044	14	13	N	720	895200,63	6270669,19	0	15	13	N	770	15652	896108,45	6271160,89	0	2015	Temporaire journalier	0	
2015-01-01	A0051	768	15	13	N	770	896108,45	6271160,89	0	16	13	N	515	16420	896396,69	6271831,24	0	2015	Temporaire journalier	0	
2015-01-01	A0051	1307	16	13	N	515	896396,69	6271831,24	0	17	13	N	812	17727	896351,63	6273105,52	0	2015	Temporaire journalier	0	
2015-01-01	A0051	4052	17	13	N	812	898927,69	6276947,84	0	27	13	C	362	21779	900611,92	6280282,56	0				
2015-01-01	A0051	1958	27	13	C	362	900611,92	6280282,56	0	29	13	C	320	23737	901647	6281814,03	0	2015	Permanent horaire	54770	
2015-01-01	A0051	6222	29	13	C	320	901647	6281814,03	0	35	13	C	542	29959	901676,17	6287749,63	0	2015	Permanent horaire	25989	4,5
2015-01-01	A0051	21144	35	13	C	542	901676,17	6287749,63	0	56	13	C	686	51103	920089,49	6293302,62	0	2015	Permanent horaire	22434	5,4
2015-01-01	A0051	1304	56	13	C	686	920089,49	6293302,62	0	57	13	C	990	52407	920535,1	6294491,62	0	2015	Permanent horaire	20405	5,6
2015-01-01	A0051	2860	57	13	C	990	920535,1	6294491,62	0	60	84	C	850	55267	921738,3	6296979,99	0	2015	Permanent horaire	20405	5,6
2015-01-01	A0051	9350	60	84	C	850	921738,3	6296979,99	0	70	4	C	200	64617	926627,7	6304761,69	0	2015	Permanent horaire	20405	5,6
2015-01-01	A0051	14545	70	4	C	200	926627,7	6304761,69	0	84	4	C	745	79162	932280,7	6317802,5	0	2015	Permanent horaire	17829	5,9
2015-01-01	A0051	15210	84	4	C	745	932280,7	6317802,5	0	99	4	C	955	94372	937735,35	6331344,78	0	2015	Permanent horaire	15772	6,1
2015-01-01	A0051	10718	99	4	C	955	937735,35	6331344,78	0	110	4	C	673	105090	938504,37	6340779,89	0	2015	Permanent horaire	12792	5,8
2015-01-01	A0051	5527	110	4	C	673	938504,37	6340779,89	0	116	4	C	200	110617	936259,02	6345581,18	0	2015	Permanent horaire	13601	6,3
2015-01-01	A0051	7011	116	4	C	200	936259,02	6345581,18	0	123	4	C	211	117628	933123,31	6351292,9	0	2015	Permanent horaire	12461	6,6
2015-01-01	A0051	3439	123	4	C	211	933123,31	6351292,9	0	126	4	C	650	121067	932269	6354647,83	0	2015	Permanent horaire	8241	4,6
2015-01-01	A0051	26240	126	4	C	650	932269	6354647,83	0	152	5	C	890	147307	940947,94	6376042,78	0	2015	Permanent horaire	8241	4,6
2015-01-01	A0051N	622	0	38	C	0	911014,57	6449838,86	0	0	38	C	622	622	910799,5	6449255,69	0	2015	Permanent horaire	23961	3,5
2015-01-01	A0051N	2943	0	38	C	622	910799,5	6449255,69	0	3	38	C	565	3565	910150,24	6446564,64	0	2015	Permanent horaire	23961	3,5
2015-01-01	A0051N	1435	3	38	C	565	910150,24	6446564,64	0	5	38	C	0	5000	910814,56	6445403,87	0	2015	Permanent horaire	20075	4,9
2015-01-01	A0051N	14232	5	38	C	0	910814,56	6445403,87	0	19	38	C	232	19232	908960,32	6432534,67	0	2015	Permanent horaire	5836	6
2015-01-01	A0051N	1418	19	38	C	232	908960,32	6432534,67	0	20	38	C	650	20650	909215,87	6431312,13	0	2015	Permanent horaire	5820	6
2015-01-01	A0051N	5425	20	38	C	650	909215,87	6431312,13	0	26	38	C	75	26075	907241,08	6426671,83	0	2015	Permanent horaire	5820	6
2015-01-01	A0052	12590	0	13	C	0	906980,22	6268061,29	0	12	13	C	590	12590	910925,86	6257518,17	0	2015	Permanent horaire	41877	6,5
2015-01-01	A0052	3620	12	13	C	590	910925,86	6257518,17	0	16	13	C	210	16210	912397,81	6254354,66	0	2015	Permanent horaire	50510	5,7
2015-01-01	A0052	439	16	13	C	210	912397,81	6254354,66	0	16	13	C	649	16649	912552,61	6253951,47	0	2015	Permanent horaire	50510	5,7
2015-01-01	A0052	4075	16	13	C	649	912552,61	6253951,47	0	20	13	C	724	20724	910310,59	6250183,57	0	2015	Permanent horaire	67935	4,6
2015-01-01	A0052	122	20	13	C	724	910310,59	6250183,57	0	20	13	C	846	20846	910226,55	6250022,63	0	2015	Permanent horaire	67935	4,6
2015-01-01	A0052	399	20	13	C	846	910226,55	6250022,63	0	21	13	C	245	21245	910248,02	6249673,47	0				
2015-01-01	A0052	2326	21	13	C	245	910248,02	6249673,47	0	23	13	C	571	23571	910213,41	6247750,59	0	2015	Permanent horaire	35470	
2015-01-01	A0052	1291	23	13	C	571	910213,41	6247750,59	0	24	13	C	862	24862	909978,02	6246486,89	0				
2015-01-01	A0052	1215	24	13	C	862	909978,02	6246486,89	0	26	13	C	77	26077	910128,84	6245371,2	0	2015	Permanent horaire	53450	
2015-01-01	A0054	730	0	30	C	0	808041,44	6302551,51	0	0	30	C	730	730	808542,06	6302020,74	0				
2015-01-01	A0054	2270	0	30	C	730	808542,06	6302020,74	0	3	30	C	0	3000	810704,22	6301618,41	0	2015	Permanent horaire	42477	15,8
2015-01-01	A0054	6800	3	30	C	0	810704,22	6301618,41	0	9	30	C	800	9800	814926,07	6296518,35	0	2015	Permanent horaire	40121	15,9
2015-01-01	A0054	10692	9	30	C	800	814926,07	6296518,35	0	20	30	C	492	20492	823361,35	6290761,44	0	2015	Permanent horaire	37994	16,3
2015-01-01	A0054	3397	20	30	C	492	823361,35	6290761,44	0	23	13	C	889	23889	825538,03	6288349,53	0	2015	Permanent horaire	37994	16,3
2015-01-01	A0054	59	23	13	C	889	825538,03	6288349,53	0	23	13	C	948	23948	825596,12	6288345,16	0	2015	Permanent horaire	37994	16,3
2015-01-01	A0054	15758	23	13	C	948	847852,92	6283715,51	0	64	13	C	3	39706	863507,29	6284246	0				
2015-01-01	A0054	4637	64	13	C	3	863507,29	6284246	0	68	13	C	640	44343	867881,35	6282810,82	0	2015	Permanent horaire	36936	18
2015-01-01	A0054	1890	68	13	C	640	867881,35	6282810,82	0	70	13	C	530	46233	869726,79	6283091,55	0	2015	Permanent horaire	37548	18,6
2015-01-01	A0054	2697	70	13	C	530	869726,79	6283091,55	0	73	13	C	227	48930	871717,6	6283329,71	0	2015	Permanent horaire	47292	16,3
2015-01-01	A0055	622	1	13	N	0	892215,8	6248828,74	0	2	13	N	60	622	891854,27	6249325,17	0	2015	Permanent horaire	38731	
2015-01-01	A0055	1402	2	13	N	60	891854,27	6249325,17	0	3	13	N	460	2024	891307,17	6250490,25	0	2015	Permanent horaire	0	
2015-01-01	A0055	1203	3	13	N	460	891307,17	6250490,25	0	4	13	N	660	3227	890714,32	6251456,76	0	2015	Permanent horaire	0	
2015-01-01	A0055	960	4	13	N	660	890714,32	6251456,76	0	5	13	N	620	4187	890360,48	6252311,58	0	2015	Permanent horaire	0	
2015-01-01	A0055	1534	5	13	N	620	890360,48	6252311,58	0	7	13	N	150	5721	890268,87	6253669,19	0	2015	Permanent horaire	0	
2015-01-01	A0055	5717	7	13	N	150	890268,87	6253669,19	0	12	13	N	880	11438	886454,15	6257527,99	0	2015	Permanent horaire	0	
2015-01-01	A0055	1113	12	13	N	880	886454,15	6257527,99	0	13	13	N	994	12551	885845,67	6258310,15	0	2015	Permanent horaire	0	
2015-01-01	A0055	9	13	13	N	994	885845,67	6258310,15	0	14	13	N	0	12560	885836,81	6258308,88	0	2015	Permanent horaire	0	
2015-01-01	A0055	6062	14	13	N	0	885836,81	6258308,88	0	20	13	N	495	18622	880393,59	6256125,58	0	2015	Temporaire journalier	0	
2015-01-01	A0055	3633	20	13	N	495	880393,59	6256125,58	0	24	13	N	130	22255	877086,78	6255143,37	0	2015	Temporaire journalier	0	
2015-01-01	A0055	5269	24	13	N	130	877086,78	6255143,37	0	29	13	N	400	27524	872373,2	6257379,58	0	2015	Temporaire journalier	0	
2015-01-01	A0055	2260	29	13	N	400	872373,2	6257379,58	0	31	13	N	650	29784	870487,53	6258064,43	0	2015	Temporaire journalier	0	
2015-01-01	A0055	1545	31	13	N	650	870487,53	6258064,43	0	33	13	N	190	31329	868986,23	6257735,82	0	2015	Temporaire journalier	0	
2015-01-01	A0055	3208	33	13	N	190	868986,23	6257735,82	0	36	13	N	400	34537	865986,84	6257428,15	0	2015	Temporaire journalier	0	
2015-01-01	A0055	1576	36	13	N	400	865986,84	6257428,15	0	37	13	N	980	36113	865079,01	6258710,63	0	2015	Temporaire journalier	69742	
2015-01-01	A0055	1087	37	13	N	980	865079,01	6258710,63	0	38	13	N	1058	37200	864099,32	6259091,62	0	2015	Temporaire journalier	66500	
2015-01-01	A0057	2552	0	83	N	0	940652,09	6229254,2	0	2	83	N	565	2552	942808,44	6230516,46	0	2015	Permanent horaire	0	
2015-01-01	A0057	1217	2	83	N	565	942808,44	6230516,46	0	3	83	N	785	3769	943851,48	6231124,4	0	2015	Permanent horaire	0	
2015-01-01	A0057	1079	3	83	N	785	943851,48	6231124,4	0	4	83	N	865	4848	944760	6231650,71	0	2015	Permanent horaire	0	
2015-01-01	A0057	1468	4	83	N	865	944760	6231650,71	0	6	83	N	350	6316	946202,9	6231892,84	0	2015	Permanent horaire	0	
2015-01-01	A0057	305	6	83	N	350	946202,9	6231892,84	0	6	83	N	655	6621	946493,39	6231980,88	0	2015	Permanent horaire	0	
2015-01-01	A0057	277	6	83	N	655	946493,39	6231980,88	0	6	83	N	932	6898	946713,71	6232147,27	0	2015	Permanent horaire	0	
2015-01-01	A0057	28	6	83	N	932	946713,71	6232147,27	0	6	83	N	960	6926	946729,95	6232165,69	0	2015	Permanent horaire	80020	
2015-01-01	A0057	1778	6	83	N	960	946729,95	6232165,69	0	8	83	C	738	8704	947830,3	6233542,78	0	2015	Permanent horaire	80020	
2015-01-01	A0057	4792	8	83	C	738	947830,3	6233542,78	0	13	83	C	530	13496	947302,49	6237739,28	0	2015	Permanent horaire	75950	
2015-01-01	A0057	3970	13	83	C	530	947302,49	6237739,28	0	17	83	C	500	17466	949455,63	6240667,86	0				
2015-01-01	A0057	2620	17	83	C	500	949455,63	6240667,86	0	20	83	C	120	20086	950637,99	6242643,68	0	2015	Permanent horaire	46020	
2015-01-01	A0057	1380	20	83	C	120	950637,99	6242643,68	0	21	83	C	500	21466	951397,72	6243695,84	0				
2015-01-01	A0057	10506	21	83	C	500	951397,72	6243695,84	0	32	83	C	6	31972	959727,59	6248797,75	0	2015	Permanent horaire	15850	5,8
2015-01-01	A0057	19394	32	83	C	6	959727,59	6248797,75	0	51	83	C	400	51366	971816,49	6260642,52	0	2015	Permanent horaire	14370	5,9
2015-01-01	A0057	900	51	83	C	400	971816,49	6260642,52	0	52	83	C	300	52266	972205,87	6261418,33	0	2015	Permanent horaire	20151	7,5
2015-01-01	A0057	421	52	83	C	300	972205,87	6261418,33	0	52	83	C	721	52687	972332,06	6261447,16	0	2015	Permanent horaire	20151	7,5
2015-01-01	A0061	1142	230	31	C	-214	577069,12	6283244,46	0	230	31	C	928	1142	577212,61	6282115,13	0				
2015-01-01	A0061	2328	230	31	C	928	577212,61	6282115,13	0	233	31	C	256	3470	577627,37	6279835,53	0	2015	Permanent horaire	112859	4
2015-01-01	A0061	1702	233	31	C	256	577627,37	6279835,53	0	234	31	C	958	5172	578315,29	6278343,66	0	2015	Permanent horaire	105494	5,1
2015-01-01	A0061	2474	234	31	C	958	578315,29	6278343,66	0	237	31	C	432	7646	578370,28	6275975,05	0	2015	Permanent horaire	102156	4,3
2015-01-01	A0061	2985	237	31	C	432	578370,28	6275975,05	0	240	31	C	417	10631	578696,6	6273107	0				
2015-01-01	A0061	383	240	31	C	417	578696,6	6273107	0	240	31	C	800	11014	578907,27	6272787,54	0	2015	Permanent horaire	55811	9,4
2015-01-01	A0061	11233	240	31	C	800	578907,27	6272787,54	0	252	31	C	33	22247	585116,79	6263588,75	0	2015	Permanent horaire	55811	9,4
2015-01-01	A0061	2717	252	31	C	33	585116,79	6263588,75	0	254	31	C	750	24964	587143,97	6261790,48	0	2015	Permanent horaire	51892	9,8
2015-01-01	A0061	4880	254	31	C	750	587143,97	6261790,48	0	259	31	C	630	29844	590894,06	6258749,2	0	2015	Permanent horaire	51892	9,8
2015-01-01	A0061	4165	259	31	C	630	590894,06	6258749,2	0	263	31	C	795	34009	594091,8	6256090,81	0	2015	Permanent horaire	42490	11,4
2015-01-01	A0061	11495	263	31	C	795	594091,8	6256090,81	0	275	31	C	290	45504	603988,72	6250569,95	0	2015	Permanent horaire	37011	12,4
2015-01-01	A0061	12472	275	31	C	290	603988,72	6250569,95	0	287	11	C	762	57976	614329,79	6243821,23	0	2015	Permanent horaire	37011	12,4
2015-01-01	A0061	13803	287	11	C	762	614329,79	6243821,23	0	301	11	C	565	71779	626636,36	6237885,51	0	2015	Permanent horaire	35968	12,6
2015-01-01	A0061	17848	301	11	C	565	626636,36	6237885,51	0	319	11	C	413	89627	643343,51	6233099,56	0	2015	Permanent horaire	36645	12,6
2015-01-01	A0061	10032	319	11	C	413	643343,51	6233099,56	0	329	11	C	445	99659	652815,19	6232993,93	0	2015	Permanent horaire	36091	13,2
2015-01-01	A0061	16965	329	11	C	445	652815,19	6232993,93	0	346	11	C	410	116624	668720,36	6230178,05	0	2015	Permanent horaire	38669	12,1
2015-01-01	A0061	970	346	11	C	410	668720,36	6230178,05	0	347	11	C	380	117594	669643,64	6230463,65	0	2015	Permanent horaire	38669	12,1
2015-01-01	A0061	9513	347	11	C	380	669643,64	6230463,65	0	356	11	C	893	127107	679000,86	6229997,08	0	2015	Permanent horaire	38669	12,1
2015-01-01	A0061	21437	356	11	C	893	679000,86	6229997,08	0	378	11	C	330	148544	699025,87	6228688,9	0	2015	Permanent horaire	39151	12
2015-01-01	A0062	11136	0	33	N	0	418866,51	6415152,2	0	9	33	N	992	11136	423081,25	6405546,7	0	2015	Permanent horaire	70168	10,5
2015-01-01	A0062	1	9	33	N	992	423081,25	6405546,7	0	9	33	N	993	11137	423081,67	6405545,8	0				
2015-01-01	A0062	14297	10	33	C	0	423081,67	6405545,8	0	24	33	C	297	25434	432677,73	6395197,51	0	2015	Permanent horaire	45299	9,4
2015-01-01	A0062	10878	24	33	C	297	432677,73	6395197,51	0	35	33	C	175	36312	440636,06	6388016,76	0	2015	Permanent horaire	41060	9,8
2015-01-01	A0062	6130	35	33	C	175	440636,06	6388016,76	0	41	33	C	305	42442	446268,75	6386388,45	0	2015	Permanent horaire	31272	11,5
2015-01-01	A0062	13008	41	33	C	305	446268,75	6386388,45	0	54	33	C	313	55450	457929,16	6383373,42	0	2015	Permanent horaire	24644	11,7
2015-01-01	A0062	2667	54	33	C	313	457929,16	6383373,42	0	56	33	C	980	58117	460264,16	6382087,61	0	2015	Permanent horaire	23361	11,9
2015-01-01	A0062	14306	56	33	C	980	460264,16	6382087,61	0	71	47	C	286	72423	472010,94	6374290,53	0	2015	Permanent horaire	23361	11,9
2015-01-01	A0062	21469	71	47	C	286	472010,94	6374290,53	0	92	47	C	755	93892	482069,79	6357371,83	0	2015	Permanent horaire	21813	12,1
2015-01-01	A0062	31410	92	47	C	755	482069,79	6357371,83	0	124	47	C	165	125302	508391,94	6343273,91	0	2015	Permanent horaire	21187	12,2
2015-01-01	A0062	2835	124	47	C	165	508391,94	6343273,91	0	127	47	C	0	128137	510237,02	6341399,92	0	2015	Permanent horaire	22116	11,9
2015-01-01	A0062	1300	127	47	C	0	510237,02	6341399,92	0	128	47	C	300	129437	511316,94	6340761,92	0	2015	Permanent horaire	22116	11,9
2015-01-01	A0062	10350	128	47	C	300	511316,94	6340761,92	0	138	47	C	650	139787	520296,55	6336643,54	0	2015	Permanent horaire	22116	11,9
2015-01-01	A0062	10415	138	47	C	650	520296,55	6336643,54	0	149	82	C	65	150202	528785,55	6331548,8	0	2015	Permanent horaire	22116	11,9
2015-01-01	A0062	19593	149	82	C	65	528785,55	6331548,8	0	168	82	C	658	169795	547481,7	6330055,47	0	2015	Permanent horaire	23338	12,2
2015-01-01	A0062	23447	168	82	C	658	547481,7	6330055,47	0	192	82	C	105	193242	564260,75	6315715,74	0	2015	Permanent horaire	25880	11,5
2015-01-01	A0062	95	192	82	C	105	564260,75	6315715,74	0	192	82	C	200	193337	564321,27	6315642,31	0	2015	Permanent horaire	49932	10,6
2015-01-01	A0062	7918	192	82	C	200	564321,27	6315642,31	0	200	82	C	118	201255	564782,94	6307952,03	0	2015	Permanent horaire	49932	10,6
2015-01-01	A0062	2774	200	82	C	118	564782,94	6307952,03	0	202	31	C	892	204029	566028,19	6305628,74	0	2015	Permanent horaire	49932	10,6
2015-01-01	A0062	2612	202	31	C	892	566028,19	6305628,74	0	205	82	C	504	206641	567473,32	6303399,29	0	2015	Permanent horaire	49932	10,6
2015-01-01	A0062	6446	205	82	C	504	567473,32	6303399,29	0	211	31	C	950	213087	569964,38	6297741,32	0	2015	Permanent horaire	49932	10,6
2015-01-01	A0062	5820	211	31	C	950	569964,38	6297741,32	0	217	31	C	770	218907	571199,86	6292110,9	0	2015	Permanent horaire	61216	10,5
2015-01-01	A0062	230	217	31	C	770	571199,86	6292110,9	0	218	31	C	0	219137	571244,37	6291884,73	0	2015	Permanent horaire	69822	10,4
2015-01-01	A0062	6600	218	31	C	0	571244,37	6291884,73	0	224	31	C	600	225737	573045,95	6285636,09	0	2015	Permanent horaire	69822	10,4
2015-01-01	A0062	5186	224	31	C	600	573045,95	6285636,09	0	229	31	C	786	230923	577069,12	6283244,46	0				
2015-01-01	A0063	1085,2	0	33	N	0	412830,86	6416488,91	0	0	33	N	1085,2	1085,2	412548,5	6415824,61	0	2015	Temporaire journalier	69343	16,5
2015-01-01	A0063	711,9	0	33	N	1085,2	412548,5	6415824,61	0	1	33	N	557,1	1797,1	411919,3	6415485,59	0	2015	Temporaire journalier	69343	16,5
2015-01-01	A0063	4425,9	1	33	N	557,1	411919,3	6415485,59	0	6	33	N	0	6223	408255,63	6413056,64	0	2015	Temporaire journalier	69343	16,5
2015-01-01	A0063	5815	6	33	N	0	408255,63	6413056,64	0	11	33	N	830	12038	403903,47	6409233,8	0	2015	Temporaire journalier	64155	18,3
2015-01-01	A0063	12856	11	33	N	830	403903,47	6409233,8	0	24	33	N	670	24894	395141,25	6400175,48	0	2015	Permanent horaire	59640	18,5
2015-01-01	A0063	10097	24	33	N	670	395141,25	6400175,48	0	34	33	N	750	34991	395587,02	6390364,41	0	2015	Permanent horaire	33616	30,1
2015-01-01	A0063	1302	34	33	N	750	395587,02	6390364,41	0	36	33	C	52	36293	395288,87	6389096,24	0				
2015-01-01	A0063	10255	36	33	C	52	395288,87	6389096,24	0	46	33	C	307	46548	396907,41	6379379,68	0	2015	Permanent horaire	31920	27,7
2015-01-01	A0063	3143	46	33	C	307	396907,41	6379379,68	0	49	33	C	450	49691	395957,44	6376386,4	0				
2015-01-01	A0063	2240	49	33	C	450	395957,44	6376386,4	0	51	40	C	690	51931	395855,08	6374193,06	0				
2015-01-01	A0063	10370	51	40	C	690	395855,08	6374193,06	0	62	40	C	60	62301	390521	6365417	0	2015	Permanent horaire	27225	29,8
2015-01-01	A0063	13886	62	40	C	60	390521	6365417	0	75	40	C	946	76187	385953,87	6352541,22	0	2015	Permanent horaire	27167	29,3
2015-01-01	A0063	6826	75	40	C	946	385953,87	6352541,22	0	82	40	C	772	83013	382703,28	6346609,71	0				
2015-01-01	A0063	11294	82	40	C	772	382703,28	6346609,71	0	94	40	C	66	94307	378969,27	6336160,24	0	2015	Permanent horaire	29621	28,2
2015-01-01	A0063	10134	94	40	C	66	378969,27	6336160,24	0	104	40	C	200	104441	374181,84	6327656,44	0	2015	Permanent horaire	29433	28,3
2015-01-01	A0063	13170	104	40	C	200	374181,84	6327656,44	0	117	40	C	370	117611	367745,52	6316981,34	0				
2015-01-01	A0063	12752	117	40	C	370	367745,52	6316981,34	0	130	40	C	122	130363	361084,81	6306831,23	0	2015	Permanent horaire	29227	28,1
2015-01-01	A0063	7678	130	40	C	122	361084,81	6306831,23	0	137	40	C	800	138041	359326,93	6299504,67	0	2015	Permanent horaire	23659	31,6
2015-01-01	A0063	1188	137	40	C	800	359326,93	6299504,67	0	138	40	C	988	139229	359215,43	6298326,39	0	2015	Permanent horaire	26263	29,8
2015-01-01	A0063	632	138	40	C	988	359215,43	6298326,39	0	139	40	C	620	139861	359033,31	6297716	0	2015	Permanent horaire	26263	29,8
2015-01-01	A0063	16070	139	40	C	620	359033,31	6297716	0	155	40	C	690	155931	345061,05	6290657,99	0	2015	Permanent horaire	26145	29,6
2015-01-01	A0063	10500	155	40	C	690	345061,05	6290657,99	0	166	40	C	190	166431	341855,14	6280888,58	0	2015	Permanent horaire	31495	26,7
2015-01-01	A0063	2670	166	40	C	190	341855,14	6280888,58	0	168	40	C	860	169101	340762,84	6278494,7	0	2015	Permanent horaire	37337	23,4
2015-01-01	A0063	3430	168	40	C	860	340762,84	6278494,7	0	172	64	C	290	172531	340159,93	6275487,38	0	2015	Permanent horaire	37337	23,4
2015-01-01	A0063	1800	172	64	C	290	340159,93	6275487,38	0	174	64	C	90	174331	339517,33	6274115,59	0	2015	Permanent horaire	42770	21,8
2015-01-01	A0063	4500	174	64	C	90	339517,33	6274115,59	0	178	64	C	590	178831	335403,9	6272889,31	0	2015	Permanent horaire	52206	18,5
2015-01-01	A0063	4700	178	64	C	590	335403,9	6272889,31	0	183	64	C	290	183531	331284,7	6271718,91	0	2015	Permanent horaire	56184	18,6
2015-01-01	A0063	298	183	64	C	290	331284,7	6271718,91	0	183	64	C	588	183829	330992,54	6271701,76	0	2015	Permanent horaire	44117	21,6
2015-01-01	A0063	8602	183	64	C	588	330992,54	6271701,76	0	192	64	C	190	192431	324442,28	6266661,31	0	2015	Permanent horaire	44117	21,6
2015-01-01	A0063	5598	192	64	C	190	324442,28	6266661,31	0	197	64	C	788	198029	320791,36	6263666,3	0	2015	Permanent horaire	44023	21,7
2015-01-01	A0063	7400	197	64	C	788	320791,36	6263666,3	0	205	64	C	188	205429	314892,9	6260705,06	0	2015	Permanent horaire	37084	25,6
2015-01-01	A0063	300	205	64	C	188	314892,9	6260705,06	0	205	64	C	488	205729	314626,49	6260569,79	0	2015	Permanent horaire	27897	32,2
2015-01-01	A0064	4940	12	64	C	-880	349165,91	6271014,27	0	16	64	C	60	4940	353147,93	6272481,71	0				
2015-01-01	A0064	7577	16	64	C	60	353147,93	6272481,71	0	23	64	C	637	12517	358603,46	6277331,28	0	2015	Permanent horaire	15668	9,6
2015-01-01	A0064	8598	23	64	C	637	358603,46	6277331,28	0	32	64	C	235	21115	366049,28	6277618,38	0	2015	Permanent horaire	15125	9,9
2015-01-01	A0064	1947	32	64	C	235	366049,28	6277618,38	0	34	40	C	182	23062	367735,75	6276978,72	0	2015	Permanent horaire	15125	9,9
2015-01-01	A0064	182	34	40	C	182	367735,75	6276978,72	0	34	40	C	364	23244	367933,6	6276961,92	0	2015	Permanent horaire	15125	9,9
2015-01-01	A0064	221	34	40	C	364	367933,6	6276961,92	0	34	40	C	585	23465	368152,01	6276942,79	0	2015	Permanent horaire	15125	9,9
2015-01-01	A0064	1497	34	40	C	585	368152,01	6276942,79	0	36	40	C	82	24962	369621,94	6276745,3	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	1266	36	40	C	82	369621,94	6276745,3	0	37	64	C	348	26228	370821,83	6276400,43	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	898	37	64	C	348	370821,83	6276400,43	0	38	40	C	246	27126	371750,17	6276464,05	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	511	38	40	C	246	371750,17	6276464,05	0	38	40	C	757	27637	371935,19	6276477,82	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	323	38	40	C	757	371935,19	6276477,82	0	39	40	C	80	27960	372503,17	6276330,61	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	1735	39	40	C	80	372503,17	6276330,61	0	40	64	C	815	29695	374173,7	6275965,09	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	1640	40	64	C	815	374173,7	6275965,09	0	42	40	C	455	31335	375732,3	6276084,74	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	559	42	40	C	455	375732,3	6276084,74	0	43	40	C	14	31894	376227,35	6276346,14	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	441	43	40	C	14	376227,35	6276346,14	0	43	40	C	455	32335	376603,83	6276594,68	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	6673	43	40	C	455	376603,83	6276594,68	0	50	64	C	128	39008	382705,06	6276076,79	0	2015	Permanent horaire	17474	9
2015-01-01	A0064	16357	50	64	C	128	382705,06	6276076,79	0	66	64	C	485	55365	396727,69	6270548,87	0	2015	Permanent horaire	17650	9,2
2015-01-01	A0064	18650	66	64	C	485	396727,69	6270548,87	0	85	64	C	135	74015	412457,46	6261769,39	0	2015	Permanent horaire	19167	8,5
2015-01-01	A0064	9665	85	64	C	135	412457,46	6261769,39	0	94	64	C	800	83680	420358,66	6256660,26	0	2015	Permanent horaire	20187	8,3
2015-01-01	A0064	2890	94	64	C	800	420358,66	6256660,26	0	97	64	C	690	86570	423029,39	6255604,56	0	2015	Permanent horaire	24647	7,8
2015-01-01	A0064	5874	97	64	C	690	423029,39	6255604,56	0	103	64	C	564	92444	428520,49	6253688,65	0	2015	Permanent horaire	21753	8,2
2015-01-01	A0064	14026	103	64	C	564	428520,49	6253688,65	0	117	64	C	590	106470	440427,3	6247011,31	0	2015	Permanent horaire	20652	8,8
2015-01-01	A0064	6859	117	64	C	590	440427,3	6247011,31	0	124	64	C	449	113329	446137,67	6243770,64	0	2015	Permanent horaire	19752	8,9
2015-01-01	A0064	1858	124	64	C	449	446137,67	6243770,64	0	126	65	C	307	115187	447869,14	6243210,33	0	2015	Permanent horaire	19752	8,9
2015-01-01	A0064	5352	126	65	C	307	447869,14	6243210,33	0	131	64	C	659	120539	452493,26	6241754,51	0	2015	Permanent horaire	19752	8,9
2015-01-01	A0064	5954	131	64	C	659	452493,26	6241754,51	0	137	65	C	613	126493	457790,95	6240015,14	0	2015	Permanent horaire	19752	8,9
2015-01-01	A0064	7445	137	65	C	613	457790,95	6240015,14	0	145	65	C	58	133938	464895,66	6239540,96	0	2015	Permanent horaire	18521	10,1
2015-01-01	A0064	1487	145	65	C	58	464895,66	6239540,96	0	146	65	C	545	135425	466238,31	6239043,41	0	2015	Permanent horaire	24048	8,3
