dateReferentiel	route	longueur	prD	depPrD	concessionPrD	absD	xD	yD	zD	prF	depPrF	concessionPrF	absF	cumulF	xF	yF	zF	anneeMesureTrafic	typeComptageTrafic	TMJA	RatioPL
2015-01-01	A0001	2380	0	93	N	0	653006,6	6867037,55	0	2	93	N	400	2380	652899,42	6869409,49	0	2015	Permanent horaire	174890	
2015-01-01	A0001	60	2	93	N	400	652899,42	6869409,49	0	2	93	N	460	2440	652896,51	6869469,21	0	2015	Permanent horaire	134000	
2015-01-01	A0001	785,2	2	93	N	460	652896,51	6869469,21	0	3	93	N	248,2	3225,2	653176,46	6870095,57	0	2015	Permanent horaire	134000	
2015-01-01	A0001	401,8	3	93	N	248,2	653176,46	6870095,57	0	3	93	N	650	3627	653552,97	6870234,42	0	2015	Permanent horaire	134000	
2015-01-01	A0001	460	3	93	N	650	653552,97	6870234,42	0	4	93	N	100	4087	653980,05	6870405,69	0	2015	Permanent horaire	134000	
2015-01-01	A0001	360,4	4	93	N	100	653980,05	6870405,69	0	4	93	N	460,4	4447,4	654322,36	6870520,62	0	2015	Permanent horaire	134000	
2015-01-01	A0001	229,6	4	93	N	460,4	654322,36	6870520,62	0	4	93	N	690	4677	654547,05	6870570,75	0	2015	Permanent horaire	134000	
2015-01-01	A0001	210	4	93	N	690	654547,05	6870570,75	0	4	93	N	900	4887	654756,08	6870595,85	0	2015	Permanent horaire	134000	
2015-01-01	A0001	2018	4	93	N	900	654756,08	6870595,85	0	6	93	N	900	6905	656726,57	6870935	0	2015	Permanent horaire	123200	
2015-01-01	A0001	102	6	93	N	900	656726,57	6870935	0	7	93	N	0	7007	656822,64	6870968,37	0	2015	Permanent horaire	169068	
2015-01-01	A0001	1700	7	93	N	0	656822,64	6870968,37	0	8	93	N	700	8707	658431,5	6871533,03	0	2015	Permanent horaire	169068	
2015-01-01	A0001	2605	8	93	N	700	658431,5	6871533,03	0	11	93	N	300	11312	660506,36	6873091,67	0	2015	Permanent horaire	177500	
2015-01-01	A0001	891	11	93	N	300	660506,36	6873091,67	0	12	93	N	200	12203	661187,1	6873671,24	0	2015	Permanent horaire	122500	
2015-01-01	A0001	400	12	93	N	200	661187,1	6873671,24	0	12	93	N	600	12603	661472,38	6873954,21	0	2015	Permanent horaire	122500	
2015-01-01	A0001	802	12	93	N	600	661472,38	6873954,21	0	0	95	N	0	13405	662045,66	6874523,29	0	2015	Permanent horaire	92700	
2015-01-01	A0001	1580	0	95	N	0	662045,66	6874523,29	0	14	95	N	1000	14985	663161,05	6875630,58	0				
2015-01-01	A0001	3940	15	95	N	0	663161,05	6875630,58	0	18	95	N	930	18925	665444,29	6878782,2	0	2015	Permanent horaire	90600	
2015-01-01	A0001	1569	18	95	N	930	665444,29	6878782,2	0	20	95	C	499	20494	665966,61	6880317,6	0				
2015-01-01	A0001	242	20	95	C	499	665966,61	6880317,6	0	20	95	C	741	20736	666035,68	6880520,91	0	2015	Permanent horaire	98778	15,9
2015-01-01	A0001	7132	20	95	C	741	666035,68	6880520,91	0	27	95	C	873	27868	667209,16	6887482,91	0	2015	Permanent horaire	98778	15,9
2015-01-01	A0001	2777	27	95	C	873	667209,16	6887482,91	0	30	95	C	650	30645	667345,96	6890249,01	0	2015	Permanent horaire	85925	16,9
2015-01-01	A0001	1610	30	95	C	650	667345,96	6890249,01	0	32	60	C	260	32255	667686,98	6891811,72	0	2015	Permanent horaire	85925	16,9
2015-01-01	A0001	10166	32	60	C	260	667686,98	6891811,72	0	42	60	C	426	42421	671659,18	6900723,98	0	2015	Permanent horaire	83341	17,3
2015-01-01	A0001	1694	42	60	C	426	671659,18	6900723,98	0	44	60	C	120	44115	672898,32	6901829,46	0	2015	Permanent horaire	59675	21,5
2015-01-01	A0001	6448,9	44	60	C	120	672898,32	6901829,46	0	50	60	C	568,9	50563,9	677122,46	6906581,73	0	2015	Permanent horaire	65279	21,7
2015-01-01	A0001	6631,1	50	60	C	568,9	677122,46	6906581,73	0	57	60	C	200	57195	677153,63	6912926,46	0	2015	Permanent horaire	65279	21,7
2015-01-01	A0001	540	57	60	C	200	677153,63	6912926,46	0	57	60	C	740	57735	677266,69	6913453,96	0	2015	Permanent horaire	65279	21,7
2015-01-01	A0001	8733	57	60	C	740	677266,69	6913453,96	0	66	60	C	473	66468	678037,69	6921956,81	0	2015	Permanent horaire	58294	23
2015-01-01	A0001	14075	66	60	C	473	678037,69	6921956,81	0	80	60	C	548	80543	679798,6	6935804,41	0	2015	Permanent horaire	54422	24
2015-01-01	A0001	11468	80	60	C	548	679798,6	6935804,41	0	92	60	C	16	92011	682330,82	6946951,22	0	2015	Permanent horaire	54809	23,8
2015-01-01	A0001	9286	92	60	C	16	682330,82	6946951,22	0	101	80	C	302	101297	683521,06	6956096,26	0	2015	Permanent horaire	54809	23,8
2015-01-01	A0001	17216	101	80	C	302	683521,06	6956096,26	0	118	80	C	518	118513	687952,35	6972646,77	0	2015	Permanent horaire	52059	24,4
2015-01-01	A0001	2964	118	80	C	518	687952,35	6972646,77	0	121	80	C	482	121477	688279,75	6975587,31	0	2015	Permanent horaire	63063	23,2
2015-01-01	A0001	10318	121	80	C	482	688279,75	6975587,31	0	131	80	C	800	131795	690053,14	6985652,09	0	2015	Permanent horaire	63394	23,9
2015-01-01	A0001	4966	131	80	C	800	690053,14	6985652,09	0	136	80	C	766	136761	691300,52	6990418,63	0	2015	Permanent horaire	64024	23,7
2015-01-01	A0001	2220	136	80	C	766	691300,52	6990418,63	0	138	80	C	986	138981	691699,49	6992566,8	0	2015	Permanent horaire	41764	24,8
2015-01-01	A0001	7891	138	80	C	986	691699,49	6992566,8	0	146	62	C	877	146872	690810,76	7000322,77	0	2015	Permanent horaire	41764	24,8
2015-01-01	A0001	19107	146	62	C	877	690810,76	7000322,77	0	165	62	C	984	165979	690643,76	7019125,54	0	2015	Permanent horaire	43176	24,5
2015-01-01	A0001	4322	165	62	C	984	690643,76	7019125,54	0	170	62	C	306	170301	692273,23	7023135,59	0	2015	Permanent horaire	44407	24,7
2015-01-01	A0001	1122	170	62	C	306	692273,23	7023135,59	0	171	62	C	428	171423	692876,07	7024098,54	0	2015	Permanent horaire	45760	24
2015-01-01	A0001	2638	171	62	C	428	692876,07	7024098,54	0	174	62	C	66	174061	694420,66	7026227,86	0	2015	Permanent horaire	45760	24
2015-01-01	A0001	8134	174	62	C	66	694420,66	7026227,86	0	182	62	C	200	182195	698753,15	7032871,8	0	2015	Permanent horaire	69274	18,7
2015-01-01	A0001	841	182	62	C	200	698753,15	7032871,8	0	183	62	C	41	183036	698814,6	7033658,95	0				
2015-01-01	A0001	190	183	62	C	41	698814,6	7033658,95	0	183	62	C	231	183226	698831,14	7033865,91	0				
2015-01-01	A0001	3685	183	62	C	231	698831,14	7033865,91	0	186	62	C	916	186911	698351,8	7037530,5	0				
2015-01-01	A0001	6438	187	62	N	0	698351,8	7037530,5	0	0	59	N	0	193349	699289,39	7043597,96	0	2015	Permanent horaire	0	
2015-01-01	A0001	7890	0	59	N	0	699289,39	7043597,96	0	201	59	N	315	201239	703971,8	7049726,25	0	2015	Permanent horaire	0	
2015-01-01	A0001	5103,9	201	59	N	315	703971,8	7049726,25	0	206	59	N	424,9	206342,9	706525,53	7054172,1	0	2015	Permanent horaire	0	
2015-01-01	A0001	980,1	206	59	N	424,9	706525,53	7054172,1	0	207	59	N	406	207323	707044,71	7055012,9	0	2015	Permanent horaire	0	
2015-01-01	A0001	959	207	59	N	406	707044,71	7055012,9	0	208	59	N	350	208282	707336,8	7055887,5	0	2015	Permanent horaire	0	
2015-01-01	A0001	836	208	59	N	350	707336,8	7055887,5	0	209	59	N	170	209118	706946,6	7056584,16	0	2015	Permanent horaire	0	
2015-01-01	A0001	1316	209	59	N	170	706946,6	7056584,16	0	210	59	N	488	210434	706039,9	7057538,33	0	2015	Permanent horaire	0	
2015-01-01	A0001	837	210	59	N	488	706039,9	7057538,33	0	210	59	N	1325	211271	705842,13	7058251,7	0	2015	Permanent horaire	0	
2015-01-01	A0001A	1026,9	0	59	N	0	706972,74	7056541,17	0	0	59	N	1026,9	1026,9	707662,24	7055847,86	0	2015	Temporaire journalier	0	
2015-01-01	A0001A	152,1	0	59	N	1026,9	707662,24	7055847,86	0	0	59	N	1179	1179	707804,17	7055831,63	0	2015	Temporaire journalier	0	
2015-01-01	A0002	3533	0	80	C	0	691468,61	6990871,19	0	3	80	C	533	3533	693370,6	6993152,82	0	2015	Permanent horaire	22259	21,7
2015-01-01	A0002	1122	3	80	C	533	693370,6	6993152,82	0	4	62	C	655	4655	694311,12	6993756,09	0	2015	Permanent horaire	22259	21,7
2015-01-01	A0002	382	4	62	C	655	694311,12	6993756,09	0	5	80	C	37	5037	694644,11	6993988,07	0	2015	Permanent horaire	22259	21,7
2015-01-01	A0002	18563	5	80	C	37	694644,11	6993988,07	0	23	62	C	600	23600	709096,78	7005129,89	0	2015	Permanent horaire	22259	21,7
2015-01-01	A0002	39	23	62	C	600	709096,78	7005129,89	0	23	62	C	639	23639	709125,65	7005156,86	0	2015	Permanent horaire	28910	20,7
2015-01-01	A0002	5675	23	62	C	639	709125,65	7005156,86	0	29	59	C	314	29314	713259,08	7008862,57	0	2015	Permanent horaire	28910	20,7
2015-01-01	A0002	13009	29	59	C	314	713259,08	7008862,57	0	42	59	C	323	42323	722731,21	7017071,97	0	2015	Permanent horaire	29737	20,6
2015-01-01	A0002	358	42	59	C	323	722731,21	7017071,97	0	42	59	C	681	42681	722957,28	7017335,1	0				
2015-01-01	A0002	5006	43	59	N	0	722957,28	7017335,1	0	48	59	N	0	47687	725631,85	7021478,1	0	2015	Permanent horaire	45596	17,8
2015-01-01	A0002	4777	48	59	N	0	725631,85	7021478,1	0	52	59	N	775	52464	729332,68	7024322,65	0	2015	Temporaire journalier	30549	
2015-01-01	A0002	6258	52	59	N	775	729332,68	7024322,65	0	59	59	N	25	58722	734683,7	7027134,79	0	2015	Temporaire journalier	61351	
2015-01-01	A0002	557	59	59	N	25	734683,7	7027134,79	0	59	59	N	582	59279	735229,93	7027021,57	0	2015	Permanent horaire	0	
2015-01-01	A0002	878	59	59	N	582	735229,93	7027021,57	0	60	59	N	460	60157	736082,93	7026803,73	0	2015	Permanent horaire	0	
2015-01-01	A0002	513	60	59	N	460	736082,93	7026803,73	0	60	59	N	973	60670	736589,81	7026721,79	0	2015	Permanent horaire	0	
2015-01-01	A0002	3061	60	59	N	973	736589,81	7026721,79	0	64	59	N	30	63731	739551,72	7026628,72	0	2015	Temporaire journalier	94835	
2015-01-01	A0002	14451	64	59	N	30	739551,72	7026628,72	0	78	59	N	456	78182	747584,18	7038121,26	0	2015	Permanent horaire	38988	12,2
2015-01-01	A0003	2257	0	93	N	0	656905,33	6862885,42	0	2	93	N	200	2257	658790,07	6863942,66	0	2015	Permanent horaire	160000	
2015-01-01	A0003	400	2	93	N	200	658790,07	6863942,66	0	2	93	N	600	2657	659114,41	6864178,5	0	2015	Permanent horaire	164800	
2015-01-01	A0003	2026	2	93	N	600	659114,41	6864178,5	0	5	93	N	0	4683	660895,34	6864995,05	0	2015	Permanent horaire	164800	
2015-01-01	A0003	200	5	93	N	0	660895,34	6864995,05	0	5	93	N	200	4883	661092,64	6865018,94	0	2015	Permanent horaire	164800	
2015-01-01	A0003	1220	5	93	N	200	661092,64	6865018,94	0	6	93	N	480	6103	661319,11	6866075,76	0	2015	Permanent horaire	118500	
2015-01-01	A0003	1630	6	93	N	480	661319,11	6866075,76	0	8	93	N	100	7733	661360,23	6867616,75	0	2015	Permanent horaire	118500	
2015-01-01	A0003	2800	8	93	N	100	661360,23	6867616,75	0	11	93	N	0	10533	661985,77	6870284,85	0	2015	Permanent horaire	83900	
2015-01-01	A0003	2240	11	93	N	0	661985,77	6870284,85	0	13	93	N	0	12773	661515,56	6872453,47	0	2015	Permanent horaire	156400	
2015-01-01	A0003	970	13	93	N	0	661515,56	6872453,47	0	13	93	N	970	13743	661440,9	6873410,96	0	2015	Permanent horaire	154900	
2015-01-01	A0003	1082	13	93	N	970	661440,9	6873410,96	0	15	93	N	0	14825	661891,48	6874348,86	0	2015	Permanent horaire	154900	
2015-01-01	A0003	225	15	93	N	0	661891,48	6874348,86	0	15	93	N	225	15050	662053,66	6874504,93	0	2015	Permanent horaire	154900	
2015-01-01	A0003	9	15	93	N	225	662053,66	6874504,93	0	15	93	N	234	15059	662060,05	6874511,28	0				
2015-01-01	A0003	685	0	95	N	0	662060,05	6874511,28	0	0	95	N	685	15744	662545,51	6874995,44	0				
2015-01-01	A0003	1000	16	95	N	0	662545,51	6874995,44	0	17	95	N	0	16744	663260,75	6875697,7	0	2015	Permanent horaire	105900	
2015-01-01	A0003	1615	17	95	N	0	663260,75	6875697,7	0	18	95	N	615	18359	664307,23	6876895,05	0				
2015-01-01	A0004	700	0	94	N	0	655327,41	6858648,39	0	0	94	N	700	700	655799,68	6858131,28	0	2015	Permanent horaire	205500	
2015-01-01	A0004	30,1	0	94	N	700	655799,68	6858131,28	0	0	94	N	730,1	730,1	655824,42	6858113,78	0	2015	Permanent horaire	225300	
2015-01-01	A0004	1537,9	0	94	N	730,1	655824,42	6858113,78	0	2	94	N	250	2268	657278,29	6857640,26	0	2015	Permanent horaire	225300	
2015-01-01	A0004	718	2	94	N	250	657278,29	6857640,26	0	2	94	N	968	2986	658000,74	6857607,6	0	2015	Permanent horaire	228200	
2015-01-01	A0004	696	2	94	N	968	658000,74	6857607,6	0	3	94	N	660	3682	658703,16	6857628,16	0	2015	Permanent horaire	228200	
2015-01-01	A0004	48	3	94	N	660	658703,16	6857628,16	0	3	94	N	708	3730	658751,6	6857626,94	0	2015	Permanent horaire	217067	8,1
2015-01-01	A0004	1579	3	94	N	708	658751,6	6857626,94	0	5	94	N	266	5309	660236,27	6857816,55	0	2015	Permanent horaire	217067	8,1
2015-01-01	A0004	744	5	94	N	266	660236,27	6857816,55	0	6	94	N	5	6053	660617,41	6858423,01	0	2015	Permanent horaire	217067	8,1
2015-01-01	A0004	95	6	94	N	5	660617,41	6858423,01	0	6	94	N	100	6148	660669,66	6858502,7	0	2015	Permanent horaire	217067	8,1
2015-01-01	A0004	496	6	94	N	100	660669,66	6858502,7	0	6	94	N	596	6644	661107,15	6858733,28	0	2015	Permanent horaire	187161	
2015-01-01	A0004	1657	6	94	N	596	661107,15	6858733,28	0	8	94	N	250	8301	662749,9	6859032,05	0	2015	Permanent horaire	187161	
2015-01-01	A0004	907	8	94	N	250	662749,9	6859032,05	0	9	94	N	158	9208	663616,94	6858759,71	0	2015	Permanent horaire	178700	
2015-01-01	A0004	292	9	94	N	158	663616,94	6858759,71	0	9	94	N	450	9500	663901,64	6858687,39	0	2015	Permanent horaire	178700	
2015-01-01	A0004	3045	9	94	N	450	663901,64	6858687,39	0	12	94	N	464	12545	666576,56	6859714,91	0	2015	Permanent horaire	152200	
2015-01-01	A0004	236	12	94	N	464	666576,56	6859714,91	0	12	94	N	700	12781	666813,7	6859697,02	0	2015	Permanent horaire	152200	
2015-01-01	A0004	1158	12	94	N	700	666813,7	6859697,02	0	13	93	C	858	13939	667951,08	6859600,37	0				
2015-01-01	A0004	1471	13	93	C	858	667951,08	6859600,37	0	15	93	C	329	15410	669403	6859476,1	0	2015	Permanent horaire	173418	4,1
2015-01-01	A0004	271	15	93	C	329	669403	6859476,1	0	15	93	C	600	15681	669668,52	6859438,86	0	2015	Permanent horaire	166269	4,6
2015-01-01	A0004	2435	15	93	C	600	669668,52	6859438,86	0	18	77	C	35	18116	672065,63	6858926,98	0	2015	Permanent horaire	166269	4,6
2015-01-01	A0004	700,1	18	77	C	35	672065,63	6858926,98	0	18	77	C	735,1	18816,1	672771,12	6858967,18	0	2015	Permanent horaire	167552	7
2015-01-01	A0004	564,9	18	77	C	735,1	672771,12	6858967,18	0	19	77	C	300	19381	673337,02	6859034,41	0	2015	Permanent horaire	167552	7
2015-01-01	A0004	700	19	77	C	300	673337,02	6859034,41	0	20	77	C	0	20081	674037,45	6859117,65	0	2015	Permanent horaire	167552	7
2015-01-01	A0004	1406	20	77	C	0	674037,45	6859117,65	0	21	77	C	406	21487	675452,16	6859181,78	0				
2015-01-01	A0004	3074	21	77	C	406	675452,16	6859181,78	0	24	77	C	480	24561	678514,51	6858896,18	0	2015	Permanent horaire	121698	4,8
2015-01-01	A0004	6582	24	77	C	480	678514,51	6858896,18	0	31	77	C	62	31143	685060,31	6859292,91	0	2015	Permanent horaire	106396	3,8
2015-01-01	A0004	2938	31	77	C	62	685060,31	6859292,91	0	33	77	C	1000	34081	687571,3	6860695,43	0				
2015-01-01	A0004	1948	34	77	C	0	687571,3	6860695,43	0	35	77	C	948	36029	688623,29	6862326,08	0	2015	Permanent horaire	37010	7,2
2015-01-01	A0004	2483	35	77	C	948	688623,29	6862326,08	0	38	77	C	431	38512	690547,69	6863835,34	0	2015	Permanent horaire	59170	7,6
2015-01-01	A0004	2319	38	77	C	431	690547,69	6863835,34	0	40	77	C	750	40831	692418,63	6865178,22	0				
2015-01-01	A0004	13424	40	77	C	750	692418,63	6865178,22	0	54	77	C	174	54255	703146,67	6872414,14	0	2015	Permanent horaire	28398	9,2
2015-01-01	A0004	10605	54	77	C	174	703146,67	6872414,14	0	64	77	C	779	64860	711022,39	6879183,13	0	2015	Permanent horaire	22108	10,3
2015-01-01	A0004	2996	64	77	C	779	711022,39	6879183,13	0	67	77	C	775	67856	712935,31	6881400,97	0	2015	Permanent horaire	20287	10,8
2015-01-01	A0004	17935	67	77	C	775	712935,31	6881400,97	0	85	2	C	710	85791	729329,88	6886806,08	0	2015	Permanent horaire	20287	10,8
2015-01-01	A0004	14835	85	2	C	710	729329,88	6886806,08	0	100	2	C	545	100626	742808,3	6892226,73	0	2015	Permanent horaire	20077	10,1
2015-01-01	A0004	8555	100	2	C	545	742808,3	6892226,73	0	109	51	C	100	109181	750798,74	6894780,16	0	2015	Permanent horaire	20077	10,1
2015-01-01	A0004	1805	109	51	C	100	750798,74	6894780,16	0	110	2	C	905	110986	752437,5	6895454,01	0	2015	Permanent horaire	20077	10,1
2015-01-01	A0004	3210	110	2	C	905	752437,5	6895454,01	0	114	2	C	115	114196	754533,15	6897821,37	0	2015	Permanent horaire	21058	9,8
2015-01-01	A0004	17935	114	2	C	115	754533,15	6897821,37	0	132	51	C	50	132131	769245,07	6905740,74	0	2015	Permanent horaire	21058	9,8
2015-01-01	A0004	1080	132	51	C	50	769245,07	6905740,74	0	133	51	C	130	133211	770221,05	6905303,31	0	2015	Permanent horaire	10967	9,1
2015-01-01	A0004	4320,1	133	51	C	130	770221,05	6905303,31	0	137	51	C	450,1	137531,1	772511,72	6901922,61	0	2015	Permanent horaire	24839	15,7
2015-01-01	A0004	1279,9	137	51	C	450,1	772511,72	6901922,61	0	138	51	C	730	138811	773617,57	6901284,74	0	2015	Permanent horaire	24839	15,7
2015-01-01	A0004	2570	138	51	C	730	773617,57	6901284,74	0	141	51	C	300	141381	775983,93	6901639,58	0	2015	Permanent horaire	23412	16,3
2015-01-01	A0004	3644	141	51	C	300	775983,93	6901639,58	0	144	51	C	944	145025	779551,64	6901049,71	0	2015	Permanent horaire	23412	16,3
2015-01-01	A0004	22846	144	51	C	944	779551,64	6901049,71	0	167	51	C	790	167871	794058,36	6884715,01	0	2015	Permanent horaire	33610	14,9
2015-01-01	A0004	3010	167	51	C	790	794058,36	6884715,01	0	170	51	C	800	170881	796703,98	6883347,36	0	2015	Permanent horaire	22953	16
2015-01-01	A0004	8812	170	51	C	800	796703,98	6883347,36	0	179	51	C	612	179693	805318,36	6882588,9	0	2015	Permanent horaire	15298	15,6
2015-01-01	A0004	32586	179	51	C	612	805318,36	6882588,9	0	212	51	C	198	212279	836733,93	6887522,39	0	2015	Permanent horaire	14951	15,7
2015-01-01	A0004	9698	212	51	C	198	836733,93	6887522,39	0	221	51	C	896	221977	845904,96	6889832,49	0	2015	Permanent horaire	15258	17,8
2015-01-01	A0004	8354	221	51	C	896	845904,96	6889832,49	0	230	55	C	250	230331	853674,43	6890010,37	0	2015	Permanent horaire	15258	17,8
2015-01-01	A0004	12985	230	55	C	250	853674,43	6890010,37	0	243	55	C	235	243316	866344,3	6890899,84	0	2015	Permanent horaire	15252	17,7
2015-01-01	A0004	10800	243	55	C	235	866344,3	6890899,84	0	254	55	C	35	254116	876224,27	6892659,83	0	2015	Permanent horaire	14478	17,5
2015-01-01	A0004	16303	254	55	C	35	876224,27	6892659,83	0	270	55	C	338	270419	891138,71	6895050,96	0	2015	Permanent horaire	15903	17,3
2015-01-01	A0004	10500	270	55	C	338	891138,71	6895050,96	0	280	55	C	838	280919	900304,27	6899498,07	0	2015	Permanent horaire	15390	17,5
2015-01-01	A0004	11973	280	55	C	838	900304,27	6899498,07	0	292	54	C	811	292892	911224,18	6903727,16	0	2015	Permanent horaire	15390	17,5
2015-01-01	A0004	6363	292	54	C	811	911224,18	6903727,16	0	299	54	C	174	299255	917316,77	6903909,26	0	2015	Permanent horaire	16256	17,2
2015-01-01	A0004	552	299	54	C	174	917316,77	6903909,26	0	299	54	C	726	299807	917782,83	6903639,5	0	2015	Permanent horaire	16256	17,2
2015-01-01	A0004	12160	299	54	C	726	917782,83	6903639,5	0	311	57	C	886	311967	928033,5	6905341	0	2015	Permanent horaire	22188	15,3
2015-01-01	A0004	1164	311	57	C	886	928033,5	6905341	0	313	57	C	50	313131	928924,84	6904671,4	0	2015	Permanent horaire	31964	11,5
2015-01-01	A0004	2779	313	57	C	50	928924,84	6904671,4	0	315	57	C	829	315910	931371,99	6904792,42	0				
2015-01-01	A0004	2483	315	57	C	829	931371,99	6904792,42	0	318	57	C	312	318393	933817,51	6904489,06	0	2015	Permanent horaire	54973	13
2015-01-01	A0004	7888	318	57	C	312	933817,51	6904489,06	0	326	57	C	200	326281	936825,2	6898334,49	0	2015	Permanent horaire	47184	17,2
2015-01-01	A0004	2659	326	57	C	200	936825,2	6898334,49	0	328	57	C	859	328940	938589,52	6896894,21	0				
2015-01-01	A0004	14641	328	57	C	859	938589,52	6896894,21	0	343	57	C	500	343581	952717,84	6898963,32	0	2015	Permanent horaire	34710	16
2015-01-01	A0004	18800	343	57	C	500	952717,84	6898963,32	0	362	57	C	300	362381	970951,11	6899282,14	0	2015	Permanent horaire	29529	17,9
2015-01-01	A0004	7200	362	57	C	300	970951,11	6899282,14	0	369	57	C	500	369581	977794,67	6899992,14	0	2015	Permanent horaire	38071	17,1
2015-01-01	A0004	5300	369	57	C	500	977794,67	6899992,14	0	374	57	C	800	374881	981485,29	6896651,15	0	2015	Permanent horaire	20406	15,7
2015-01-01	A0004	6800	374	57	C	800	981485,29	6896651,15	0	381	57	C	600	381681	986343,06	6892585,4	0	2015	Permanent horaire	18029	16,4
2015-01-01	A0004	8600	381	57	C	600	986343,06	6892585,4	0	390	57	C	200	390281	994167	6889979,29	0	2015	Permanent horaire	16555	17,3
2015-01-01	A0004	2896	390	57	C	200	994167	6889979,29	0	393	57	C	96	393177	996842,41	6889455,24	0	2015	Permanent horaire	19229	16,7
2015-01-01	A0004	15104	393	57	C	96	996842,41	6889455,24	0	408	67	C	200	408281	1001898,89	6876294,64	0	2015	Permanent horaire	19229	16,7
2015-01-01	A0004	9606	408	67	C	200	1001898,89	6876294,64	0	417	67	C	806	417887	1003853	6867371,39	0	2015	Permanent horaire	20234	16,3
2015-01-01	A0004	10394	417	67	C	806	1003853	6867371,39	0	428	57	C	200	428281	1011628,84	6861189,27	0	2015	Permanent horaire	20234	16,3
2015-01-01	A0004	4728	428	57	C	200	1011628,84	6861189,27	0	432	57	C	928	433009	1016315,3	6860893,05	0	2015	Permanent horaire	29623	21,1
2015-01-01	A0004	6472	432	57	C	928	1016315,3	6860893,05	0	439	67	C	400	439481	1021881,23	6861062,11	0	2015	Permanent horaire	29623	21,1
2015-01-01	A0004	16600	439	67	C	400	1021881,23	6861062,11	0	456	67	C	0	456081	1037980,18	6862002,82	0	2015	Permanent horaire	26053	22
2015-01-01	A0004	6950	456	67	C	0	1037980,18	6862002,82	0	462	67	C	950	463031	1044190,47	6860022,04	0	2015	Permanent horaire	29885	20,3
2015-01-01	A0004	5350	462	67	C	950	1044190,47	6860022,04	0	468	67	C	300	468381	1046440,95	6855266,43	0	2015	Permanent horaire	65930	10,3
2015-01-01	A0004	6400	468	67	C	300	1046440,95	6855266,43	0	474	67	C	700	474781	1048610,95	6849594,05	0				
2015-01-01	A0004	226	0	67	N	0	1048610,95	6849594,05	0	0	67	N	226	475007	1048569,31	6849374,82	0	2015	Permanent horaire	107077	11,7
2015-01-01	A0004	638,5	0	67	N	226	1048569,31	6849374,82	0	1	67	N	508,5	475645,5	1048447,26	6848755,84	0	2015	Permanent horaire	107077	11,7
2015-01-01	A0004	147,5	1	67	N	508,5	1048447,26	6848755,84	0	1	67	N	656	475793	1048415,5	6848613,59	0	2015	Permanent horaire	107077	11,7
2015-01-01	A0004	1352	1	67	N	656	1048415,5	6848613,59	0	3	67	N	0	477145	1047895,66	6847392,25	0	2015	Permanent horaire	107077	11,7
2015-01-01	A0004	1207	3	67	N	0	1047895,66	6847392,25	0	4	67	N	200	478352	1048123,04	6846217,79	0	2015	Permanent horaire	101370	11,5
2015-01-01	A0004	321,3	4	67	N	200	1048123,04	6846217,79	0	4	67	N	521,3	478673,3	1048154,72	6845900,31	0	2015	Permanent horaire	97024	11,5
2015-01-01	A0004	241,7	4	67	N	521,3	1048154,72	6845900,31	0	4	67	N	763	478915	1048173,52	6845660,94	0	2015	Permanent horaire	97024	11,5
2015-01-01	A0004	250	4	67	N	763	1048173,52	6845660,94	0	5	67	N	0	479165	1048193,09	6845413,36	0	2015	Permanent horaire	97024	11,5
2015-01-01	A0004	210,3	5	67	N	0	1048193,09	6845413,36	0	5	67	N	210,3	479375,3	1048212,73	6845202,5	0	2015	Permanent horaire	0	
2015-01-01	A0004	401,7	5	67	N	210,3	1048212,73	6845202,5	0	5	67	N	612	479777	1048264,15	6844801,25	0	2015	Permanent horaire	0	
2015-01-01	A0004	397	5	67	N	612	1048264,15	6844801,25	0	6	67	N	0	480174	1048338,68	6844409,48	0	2015	Permanent horaire	0	
2015-01-01	A0004	881	6	67	N	0	1048338,68	6844409,48	0	6	67	N	881	481055	1048920,06	6843837,87	0	2015	Permanent horaire	123047	9,6
2015-01-01	A0004	131	6	67	N	881	1048920,06	6843837,87	0	6	67	N	1012	481186	1049024,84	6843772,13	0	2015	Permanent horaire	123047	9,6
2015-01-01	A0005	310	0	77	C	0	673133,23	6832763,43	0	0	77	C	310	310	673432,42	6832681,93	0	2015	Permanent horaire	20703	10,4
2015-01-01	A0005	6422	0	77	C	310	673432,42	6832681,93	0	6	77	C	732	6732	679699,01	6831771,21	0	2015	Permanent horaire	20703	10,4
2015-01-01	A0005	7259	6	77	C	732	679699,01	6831771,21	0	13	77	C	991	13991	684793,46	6826675,34	0	2015	Permanent horaire	22110	10,3
2015-01-01	A0005	17477	13	77	C	991	684793,46	6826675,34	0	31	77	C	468	31468	695747,22	6813138,46	0	2015	Permanent horaire	20882	10,8
2015-01-01	A0005	7525	31	77	C	468	695747,22	6813138,46	0	38	77	C	993	38993	701531,31	6808479,61	0	2015	Permanent horaire	18389	11,3
2015-01-01	A0005	8332	38	77	C	993	701531,31	6808479,61	0	47	77	C	325	47325	709825,97	6807720,86	0	2015	Permanent horaire	15734	11,3
2015-01-01	A0005	1043	47	77	C	325	709825,97	6807720,86	0	48	89	C	368	48368	710816,35	6807310,14	0	2015	Permanent horaire	15734	11,3
2015-01-01	A0005	57	48	89	C	368	710816,35	6807310,14	0	48	89	C	425	48425	710851,89	6807293,25	0	2015	Permanent horaire	15734	11,3
